base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.humidity,main.pressure,main.temp,main.temp_max,main.temp_min,name,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,visibility,weather,wind.deg,wind.speed,weather.description,weather.icon,weather.id,weather.main
stations,75,200,3.12,101.68,1537702200,1735161,79,1008,302.15,302.15,302.15,Kuala Lumpur,MY,8132,0.0318,1537657343,1537700926,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537704000,1735161,78,1009,301.68,302.15,301.15,Kuala Lumpur,MY,8138,0.0105,1537657343,1537700926,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",161,1.16,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537705800,1735161,79,1010,301.62,302.15,301.15,Kuala Lumpur,MY,8132,0.043,1537657342,1537700925,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",161,1.16,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537707600,1735161,78,1011,301.15,301.15,301.15,Kuala Lumpur,MY,8138,0.0244,1537657342,1537700925,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537709400,1735161,83,1010,301.15,301.15,301.15,Kuala Lumpur,MY,8132,0.0165,1537657342,1537700924,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537711200,1735161,83,1011,300.15,300.15,300.15,Kuala Lumpur,MY,8138,0.0065,1537657341,1537700924,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",320,1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537713000,1735161,83,1011,300.62,301.15,300.15,Kuala Lumpur,MY,8132,0.0236,1537657341,1537700923,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537714800,1735161,88,1012,299.68,300.15,299.15,Kuala Lumpur,MY,8138,0.0046,1537657341,1537700923,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",118.005,2.22,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537716600,1735161,88,1012,299.62,300.15,299.15,Kuala Lumpur,MY,8132,0.0058,1537657340,1537700922,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537718400,1735161,88,1013,299.68,300.15,299.15,Kuala Lumpur,MY,8138,0.0067,1537657340,1537700922,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537720200,1735161,88,1012,299.63,300.15,299.15,Kuala Lumpur,MY,8132,0.0072,1537657340,1537700921,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",119.003,1.66,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537722000,1735161,88,1012,299.68,300.15,299.15,Kuala Lumpur,MY,8138,0.0308,1537657339,1537700921,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",119.003,1.66,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537723800,1735161,88,1011,299.62,300.15,299.15,Kuala Lumpur,MY,8132,0.019,1537657339,1537700920,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537725600,1735161,94,1011,298.68,299.15,298.15,Kuala Lumpur,MY,8138,0.0068,1537657339,1537700919,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",119.003,1.66,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537727400,1735161,88,1010,298.62,299.15,298.15,Kuala Lumpur,MY,8132,0.1621,1537657338,1537700919,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",119.003,1.66,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537729200,1735161,88,1011,298.68,299.15,298.15,Kuala Lumpur,MY,8138,0.0046,1537657338,1537700918,1,6000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",1,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537731000,1735161,83,1010,298.62,299.15,298.15,Kuala Lumpur,MY,8132,0.0488,1537657338,1537700918,1,9000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",1.5,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537732800,1735161,94,1011,298.15,298.15,298.15,Kuala Lumpur,MY,8138,0.0089,1537657337,1537700917,1,6000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",169.004,2.91,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537734600,1735161,88,1010,298.15,298.15,298.15,Kuala Lumpur,MY,8132,0.0047,1537657337,1537700917,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",300,1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537736400,1735161,88,1010,297.62,298.15,297.15,Kuala Lumpur,MY,8138,0.0474,1537657337,1537700916,1,7000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537738200,1735161,94,1009,297.68,298.15,297.15,Kuala Lumpur,MY,8132,0.1692,1537657336,1537700916,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",169.004,2.91,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537740000,1735161,88,1010,297.62,298.15,297.15,Kuala Lumpur,MY,8138,0.0052,1537657336,1537700915,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537741800,1735161,94,1010,297.68,298.15,297.15,Kuala Lumpur,MY,8132,0.0055,1537657336,1537700915,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537743600,1735161,94,1011,297.15,297.15,297.15,Kuala Lumpur,MY,8138,0.0069,1537657335,1537700914,1,5000,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",177.504,2.12,haze,50n,721,Haze
stations,75,200,3.12,101.68,1537745400,1735161,94,1011,297.15,297.15,297.15,Kuala Lumpur,MY,8132,0.0151,1537743735,1537787313,1,7000,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",177.504,2.12,haze,50n,721,Haze
stations,75,200,3.12,101.68,1537747200,1735161,88,1012,298.15,298.15,298.15,Kuala Lumpur,MY,8138,0.0056,1537743735,1537787313,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",177.504,2.12,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537749000,1735161,83,1012,299.1,300.15,298.15,Kuala Lumpur,MY,8132,0.1633,1537743734,1537787312,1,7000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537749000,1735161,83,1012,299.09,300.15,298.15,Kuala Lumpur,MY,8132,0.0048,1537743734,1537787312,1,7000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537752600,1735161,70,1013,301.1,302.15,300.15,Kuala Lumpur,MY,8132,0.005,1537743734,1537787311,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537754400,1735161,74,1013,302.68,303.15,302.15,Kuala Lumpur,MY,8138,0.0044,1537743734,1537787311,1,7000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1.5,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537756200,1735161,58,1013,303.1,304.15,302.15,Kuala Lumpur,MY,8132,0.0148,1537743733,1537787310,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",130,2.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537758000,1735161,49,1013,304.62,305.15,304.15,Kuala Lumpur,MY,8138,0.0081,1537743733,1537787310,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",140,3.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537759800,1735161,52,1012,305.15,305.15,305.15,Kuala Lumpur,MY,8132,0.0069,1537743733,1537787309,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",150,2.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537761600,1735161,49,1012,305.62,306.15,305.15,Kuala Lumpur,MY,8138,0.0092,1537743732,1537787309,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",3.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537763400,1735161,55,1011,305.68,306.15,305.15,Kuala Lumpur,MY,8132,0.0055,1537743732,1537787308,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,3.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537765200,1735161,49,1011,306.62,307.15,306.15,Kuala Lumpur,MY,8138,0.0082,1537743732,1537787308,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537767000,1735161,55,1010,306.68,307.15,306.15,Kuala Lumpur,MY,8132,0.0054,1537743731,1537787307,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",180,3.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537768800,1735161,46,1010,306.62,307.15,306.15,Kuala Lumpur,MY,8138,0.0065,1537743731,1537787307,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",150,4.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537770600,1735161,62,1009,306.2,307.15,305.15,Kuala Lumpur,MY,8132,0.0064,1537743731,1537787306,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",190,3.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537772400,1735161,49,1009,306.09,307.15,305.15,Kuala Lumpur,MY,8138,0.0067,1537743730,1537787305,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",150,3.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537774200,1735161,59,1008,306.68,307.15,306.15,Kuala Lumpur,MY,8132,0.0048,1537743730,1537787305,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,2.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537776000,1735161,49,1008,306.09,307.15,305.15,Kuala Lumpur,MY,8138,0.0064,1537743730,1537787304,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,3.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537777800,1735161,55,1008,306.68,307.15,306.15,Kuala Lumpur,MY,8132,0.0542,1537743729,1537787304,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,3.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537779600,1735161,52,1007,306.62,307.15,306.15,Kuala Lumpur,MY,8138,0.0077,1537743729,1537787303,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",160,4.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537781400,1735161,59,1007,306.2,307.15,305.15,Kuala Lumpur,MY,8132,0.02,1537743729,1537787303,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,2.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537783200,1735161,52,1007,305.62,306.15,305.15,Kuala Lumpur,MY,8138,0.2664,1537743728,1537787302,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",160,5.1,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537785000,1735161,62,1007,305.2,306.15,304.15,Kuala Lumpur,MY,8132,0.0053,1537743728,1537787302,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",180,1.5,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537786800,1735161,58,1008,303.62,304.15,303.15,Kuala Lumpur,MY,8138,0.0059,1537743728,1537787301,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",170,4.6,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537788600,1735161,74,1008,303.2,304.15,302.15,Kuala Lumpur,MY,8132,0.0068,1537743727,1537787300,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537790400,1735161,62,1009,302.62,303.15,302.15,Kuala Lumpur,MY,8138,0.0111,1537743727,1537787300,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",160,3.6,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537792200,1735161,78,1009,302.2,303.15,301.15,Kuala Lumpur,MY,8132,0.009,1537743727,1537787299,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",170,1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537794000,1735161,66,1010,302.09,303.15,301.15,Kuala Lumpur,MY,8138,0.008,1537743726,1537787299,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",160,2.6,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537795800,1735161,78,1010,302.2,303.15,301.15,Kuala Lumpur,MY,8132,0.0054,1537743726,1537787298,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",160,1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537797600,1735161,70,1011,301.62,302.15,301.15,Kuala Lumpur,MY,8138,0.0111,1537743726,1537787298,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",160,2.1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537799400,1735161,83,1011,301.68,302.15,301.15,Kuala Lumpur,MY,8132,0.0066,1537743725,1537787297,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",140.503,3.1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537801200,1735161,74,1012,300.62,301.15,300.15,Kuala Lumpur,MY,8138,0.0061,1537743725,1537787297,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537803000,1735161,88,1011,300.68,301.15,300.15,Kuala Lumpur,MY,8132,0.02,1537743725,1537787296,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",140.503,3.1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537804800,1735161,78,1012,300.62,301.15,300.15,Kuala Lumpur,MY,8138,0.0045,1537743724,1537787296,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",140.503,3.1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537806600,1735161,83,1011,300.68,301.15,300.15,Kuala Lumpur,MY,8132,0.005,1537743724,1537787295,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537808400,1735161,83,1012,300.15,300.15,300.15,Kuala Lumpur,MY,8138,0.0067,1537743724,1537787295,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",130.51,3.22,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537810200,1735161,83,1011,300.15,300.15,300.15,Kuala Lumpur,MY,8132,0.0066,1537743723,1537787294,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",0.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537812000,1735161,83,1011,300.15,300.15,300.15,Kuala Lumpur,MY,8138,0.0062,1537743723,1537787293,1,9000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",130.51,3.22,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537813800,1735161,83,1010,300.15,300.15,300.15,Kuala Lumpur,MY,8132,0.0138,1537743723,1537787293,1,8000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",0.5,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537815600,1735161,83,1011,299.62,300.15,299.15,Kuala Lumpur,MY,8138,0.0095,1537743722,1537787292,1,8000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",130.51,3.22,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537817400,1735161,83,1010,299.2,300.15,298.15,Kuala Lumpur,MY,8132,0.0063,1537743722,1537787292,1,9000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",0.5,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537819200,1735161,83,1010,299.62,300.15,299.15,Kuala Lumpur,MY,8138,0.0074,1537743722,1537787291,1,8000,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",0.5,thunderstorm,11n,211,Thunderstorm
stations,75,200,3.12,101.68,1537821000,1735161,78,1010,299.68,300.15,299.15,Kuala Lumpur,MY,8132,0.5379,1537743721,1537787291,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",130,3.1,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537822800,1735161,88,1010,298.15,298.15,298.15,Kuala Lumpur,MY,8138,0.0058,1537743721,1537787290,1,1000,"[{'id': 202, 'main': 'Thunderstorm', 'description': 'thunderstorm with heavy rain', 'icon': '11n'}]",210,5.1,thunderstorm with heavy rain,11n,202,Thunderstorm
stations,75,200,3.12,101.68,1537824600,1735161,83,1010,298.15,298.15,298.15,Kuala Lumpur,MY,8132,0.006,1537743721,1537787290,1,10000,"[{'id': 202, 'main': 'Thunderstorm', 'description': 'thunderstorm with heavy rain', 'icon': '11n'}]",122.504,2.61,thunderstorm with heavy rain,11n,202,Thunderstorm
stations,75,200,3.12,101.68,1537826400,1735161,94,1010,297.21,298.15,296.15,Kuala Lumpur,MY,8138,0.0175,1537743720,1537787289,1,8000,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",122.504,2.61,light rain,10n,500,Rain
stations,75,200,3.12,101.68,1537828200,1735161,83,1010,297.1,298.15,296.15,Kuala Lumpur,MY,8132,0.0161,1537743720,1537787289,1,10000,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.5,light rain,10n,500,Rain
stations,75,200,3.12,101.68,1537830000,1735161,94,1010,297.21,298.15,296.15,Kuala Lumpur,MY,8138,0.0577,1537743720,1537787288,1,6000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",141.003,2.41,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537831800,1735161,83,1010,297.1,298.15,296.15,Kuala Lumpur,MY,8132,0.0059,1537830119,1537873688,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",60,1.5,broken clouds,04n,803,Clouds
stations,75,200,3.12,101.68,1537833600,1735161,94,1011,298.21,299.15,297.15,Kuala Lumpur,MY,8138,0.0078,1537830119,1537873687,1,8000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",141.003,2.41,broken clouds,04d,803,Clouds
stations,75,200,3.12,101.68,1537835400,1735161,78,1011,298.57,300.15,297.15,Kuala Lumpur,MY,8132,0.0065,1537830119,1537873687,1,10000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",0.5,broken clouds,04d,803,Clouds
