DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-11-09 22:15:01.151397,5,1161,1775,1338,743,796,220,629
2018-11-09 22:30:01.321697,5,1324,1974,1478,833,897,221,652
2018-11-09 22:45:00.950998,5,1399,2092,1542,886,957,227,684
2018-11-09 23:00:00.996300,5,1435,2161,1597,938,1016,231,699
2018-11-09 23:15:00.810633,5,1492,2253,1655,1019,1091,232,712
2018-11-09 23:30:01.170902,5,1534,2337,1707,1033,1111,232,721
2018-11-09 23:45:00.806237,5,1561,2381,1744,1056,1138,241,727
2018-11-10 00:00:01.200537,6,1590,2413,1772,1081,1160,249,735
2018-11-10 00:15:00.845838,6,1604,2455,1795,1113,1189,260,747
2018-11-10 00:30:01.322139,6,1635,2487,1815,1182,1252,267,751
2018-11-10 00:45:00.803440,6,1667,2519,1848,1241,1298,270,761
2018-11-10 01:00:01.419742,6,1673,2540,1857,1247,1303,276,768
2018-11-10 01:15:00.940043,6,1677,2548,1860,1257,1315,282,774
2018-11-10 01:30:00.998344,6,1684,2556,1867,1272,1328,288,790
2018-11-10 01:45:00.811678,6,1695,2566,1870,1307,1355,288,770
2018-11-10 02:00:01.019979,6,1705,2576,1877,1369,1404,292,777
2018-11-10 02:15:00.816280,6,1729,2586,1884,1400,1427,298,779
2018-11-10 02:30:01.337549,6,1742,2587,1891,1421,1445,300,777
2018-11-10 02:45:00.795883,6,1747,2593,1891,1438,1456,302,775
2018-11-10 03:00:02.534120,6,1760,2598,1894,1467,1480,302,784
2018-11-10 03:15:00.813485,6,1765,2599,1896,1470,1483,308,777
2018-11-10 03:30:07.879563,6,1769,2598,1897,1476,1490,308,780
2018-11-10 03:45:00.788088,6,1773,2597,1898,1479,1494,308,782
2018-11-10 04:00:01.183402,6,1776,2598,1899,1485,1497,308,786
2018-11-10 04:15:01.010690,6,1776,2599,1902,1485,1497,308,788
2018-11-10 04:30:07.182801,6,1777,2601,1902,1487,1498,308,788
2018-11-10 04:45:00.774325,6,1778,2600,1901,1488,1500,308,786
2018-11-10 05:00:01.180595,6,1779,2601,1902,1489,1500,308,817
2018-11-10 05:15:01.007928,6,1779,2602,1902,1487,1499,308,815
2018-11-10 05:30:01.410199,6,1779,2601,1902,1487,1499,308,817
2018-11-10 05:45:01.442498,6,1779,2602,1901,1487,1500,309,817
2018-11-10 06:00:01.214832,6,1780,2601,1900,1486,1503,309,818
2018-11-10 06:15:00.832133,6,1779,2600,1897,1487,1503,308,734
2018-11-10 06:30:01.174436,6,1778,2591,1892,1487,1501,307,733
2018-11-10 06:45:00.893735,6,1776,2575,1888,1487,1498,306,731
2018-11-10 07:00:00.815069,6,1773,2563,1878,1484,1495,304,725
2018-11-10 07:15:00.799370,6,1770,2556,1878,1481,1494,305,725
2018-11-10 07:30:01.304640,6,1767,2548,1879,1480,1491,305,724
2018-11-10 07:45:00.793973,6,1758,2541,1863,1469,1483,305,723
2018-11-10 08:00:00.849274,6,1743,2529,1848,1460,1471,305,719
2018-11-10 08:15:00.863575,6,1717,2515,1830,1442,1449,305,716
2018-11-10 08:30:01.160876,6,1695,2470,1801,1423,1434,302,710
2018-11-10 08:45:00.809178,6,1659,2419,1766,1393,1399,303,702
2018-11-10 09:00:01.200480,6,1597,2376,1710,1352,1366,304,692
2018-11-10 09:15:00.843780,6,1535,2331,1657,1316,1332,302,687
2018-11-10 09:30:01.284082,6,1455,2227,1547,1263,1268,297,677
2018-11-10 09:45:00.862383,6,1347,2114,1378,1198,1200,293,662
2018-11-10 10:00:01.205683,6,1255,2024,1249,1147,1150,286,645
2018-11-10 10:15:00.848018,6,1044,1831,975,1056,1048,270,694
2018-11-10 10:30:01.174287,6,897,1660,765,996,983,258,672
2018-11-10 10:45:00.816620,6,800,1508,634,954,925,235,645
2018-11-10 11:00:01.173922,6,668,1331,501,897,863,226,618
2018-11-10 11:15:01.068222,6,554,1163,399,828,807,208,586
2018-11-10 11:30:01.196523,6,426,991,298,756,747,187,553
2018-11-10 11:45:00.837821,6,343,826,216,691,681,172,519
2018-11-10 12:00:00.980127,6,291,666,170,639,632,166,491
2018-11-10 12:15:00.896428,6,230,534,99,564,559,154,466
2018-11-10 12:30:01.403731,6,185,419,64,518,511,137,429
2018-11-10 12:45:00.790063,6,128,335,42,488,481,114,392
2018-11-10 13:00:01.421331,6,84,287,30,450,447,98,359
2018-11-10 13:15:00.801665,6,73,229,21,418,416,86,330
2018-11-10 13:30:01.328935,6,66,175,24,374,366,73,313
2018-11-10 13:45:02.086236,6,60,124,38,340,340,75,301
2018-11-10 14:00:01.182569,6,52,81,33,326,318,75,278
2018-11-10 14:15:01.360871,6,51,69,19,294,288,66,265
2018-11-10 14:30:01.189172,6,50,61,19,268,263,61,266
2018-11-10 14:45:00.835474,6,57,80,30,257,250,63,257
2018-11-10 15:00:01.199774,6,66,104,25,253,248,65,264
2018-11-10 15:15:00.793076,6,44,141,28,261,255,79,250
2018-11-10 15:30:01.414378,6,42,170,31,253,249,78,258
2018-11-10 15:45:00.803711,6,54,166,54,261,257,75,270
2018-11-10 16:00:01.027011,6,76,174,78,261,254,72,270
2018-11-10 16:15:00.799313,6,83,176,92,277,271,77,260
2018-11-10 16:30:01.325583,6,
2018-11-10 16:45:00.812916,6,92,224,86,281,275,89,294
2018-11-10 17:00:01.423186,6,101,262,100,303,296,98,321
2018-11-10 17:15:00.818519,6,119,280,143,319,318,97,336
2018-11-10 17:30:01.323820,6,135,291,140,346,334,100,351
2018-11-10 17:45:00.811121,6,173,327,174,375,349,97,358
2018-11-10 18:15:00.802757,6,172,342,176,411,414,98,377
2018-11-10 18:30:01.171026,6,163,357,187,425,418,97,381
2018-11-10 18:45:00.796359,6,158,379,186,453,432,92,380
2018-11-10 19:00:00.978659,6,117,382,169,455,445,95,385
2018-11-10 19:15:07.387738,6,101,380,156,466,449,83,369
2018-11-10 19:30:01.171264,6,99,354,148,465,442,83,384
2018-11-10 19:45:00.801564,6,85,344,134,467,441,75,392
2018-11-10 20:00:01.177864,6,73,343,123,458,443,64,389
2018-11-10 20:15:00.829166,6,79,362,131,470,445,66,388
2018-11-10 20:30:01.395468,6,101,409,170,464,442,67,393
2018-11-10 20:45:00.786769,6,146,506,245,467,445,80,410
2018-11-10 21:00:13.602688,6,230,655,350,485,460,93,431
2018-11-10 21:15:01.719371,6,332,835,479,521,499,108,459
2018-11-10 21:30:01.162673,6,468,1034,634,553,546,134,508
2018-11-10 21:45:00.935007,6,610,1294,810,595,607,159,558
2018-11-10 22:00:01.178308,6,792,1535,1043,653,684,182,602
2018-11-10 22:15:00.808609,6,1102,1895,1313,809,844,211,674
2018-11-10 22:30:01.384878,6,1305,2107,1504,903,944,226,713
2018-11-10 22:45:00.810212,6,1389,2195,1616,938,991,241,733
2018-11-10 23:00:00.787513,6,1457,2279,1667,972,1028,242,743
2018-11-10 23:15:00.822815,6,1504,2348,1708,1013,1081,246,754
2018-11-10 23:30:01.330115,6,1522,2396,1734,1027,1094,247,765
2018-11-10 23:45:00.804419,6,1545,2410,1749,1052,1123,253,765
2018-11-11 00:00:00.788751,7,1580,2440,1769,1075,1153,255,773
2018-11-11 00:15:00.849052,7,1603,2465,1792,1113,1182,273,783
2018-11-11 00:30:01.175322,7,1629,2490,1820,1163,1229,274,783
2018-11-11 00:45:00.777666,7,1654,2525,1851,1211,1269,283,789
2018-11-11 01:00:01.222950,7,1668,2550,1870,1231,1288,284,799
2018-11-11 01:15:00.825256,7,1672,2556,1878,1243,1299,285,800
2018-11-11 01:30:00.989558,7,1684,2565,1881,1254,1308,294,807
2018-11-11 01:45:00.791858,7,1689,2567,1885,1270,1318,295,808
2018-11-11 02:00:01.390160,7,1713,2574,1890,1342,1380,295,810
2018-11-11 02:15:00.801462,7,1727,2582,1897,1360,1391,295,815
2018-11-11 02:30:01.178764,7,1734,2585,1898,1387,1413,295,817
2018-11-11 02:45:00.787096,7,1745,2585,1900,1420,1441,296,817
2018-11-11 03:00:01.447366,7,1758,2587,1909,1451,1467,296,815
2018-11-11 03:15:00.794699,7,1766,2589,1913,1465,1479,299,822
2018-11-11 03:30:00.991482,7,1768,2590,1916,1474,1487,302,823
2018-11-11 03:45:00.806783,7,1771,2589,1915,1483,1497,302,823
2018-11-11 04:00:01.446052,7,1758,2590,1915,1483,1497,302,823
2018-11-11 04:15:00.795385,7,1773,2589,1916,1482,1496,303,820
2018-11-11 04:30:01.172686,7,1771,2589,1917,1483,1497,303,824
2018-11-11 04:45:01.167988,7,1771,2591,1917,1483,1497,303,822
2018-11-11 05:00:01.385290,7,1772,2591,1916,1482,1496,303,819
2018-11-11 05:15:00.788623,7,1772,2591,1917,1483,1497,303,824
2018-11-11 05:30:08.121570,7,1774,2589,1918,1483,1497,302,823
2018-11-11 05:45:00.797128,7,1776,2589,1917,1482,1498,303,823
2018-11-11 06:00:01.170399,7,1776,2589,1915,1482,1498,303,821
2018-11-11 06:15:00.826730,7,1775,2588,1914,1483,1499,303,823
2018-11-11 06:30:00.802030,7,1775,2583,1911,1483,1498,302,822
2018-11-11 06:45:00.782331,7,1775,2580,1907,1483,1496,302,821
2018-11-11 07:00:01.402633,7,1772,2572,1902,1482,1496,301,821
2018-11-11 07:15:00.843934,7,1772,2574,1902,1481,1493,302,820
2018-11-11 07:30:00.987234,7,1770,2574,1900,1481,1492,302,814
2018-11-11 07:45:00.829537,7,1764,2565,1892,1475,1488,301,812
2018-11-11 08:00:01.247114,7,1748,2559,1879,1468,1479,301,810
2018-11-11 08:15:00.792172,7,1719,2549,1864,1460,1468,301,810
2018-11-11 08:30:01.151441,7,1697,2527,1838,1442,1448,301,807
2018-11-11 08:45:00.826773,7,1663,2498,1799,1422,1432,299,800
2018-11-11 09:00:01.125076,7,1611,2455,1733,1399,1407,296,797
2018-11-11 09:15:00.843377,7,1558,2401,1665,1369,1366,296,784
2018-11-11 09:30:01.160678,7,1470,2313,1526,1322,1303,291,773
2018-11-11 09:45:00.798979,7,1354,2196,1334,1263,1249,285,760
2018-11-11 10:00:01.328281,7,1171,2034,1083,1178,1155,276,740
2018-11-11 10:15:01.040582,7,986,1849,801,1110,1067,254,711
2018-11-11 10:30:01.034882,7,817,1637,585,1035,998,231,689
2018-11-11 11:00:01.087485,7,492,1212,216,882,844,192,612
2018-11-11 11:15:00.853819,7,340,1012,86,804,766,166,584
2018-11-11 11:30:00.932122,7,204,815,28,706,687,151,558
2018-11-11 11:45:00.844421,7,120,627,FULL,615,607,138,517
2018-11-11 12:00:00.947724,7,52,462,FULL,520,513,123,476
2018-11-11 12:15:00.872025,7,30,292,FULL,437,429,107,437
2018-11-11 12:30:01.085326,7,19,141,FULL,359,353,95,394
2018-11-11 12:45:00.832626,7,12,51,FULL,301,298,85,362
2018-11-11 13:00:00.857928,7,FULL,FULL,FULL,264,255,68,327
2018-11-11 13:15:00.872229,7,FULL,FULL,10,214,209,48,296
2018-11-11 13:30:01.214531,7,FULL,FULL,11,150,147,25,271
2018-11-11 13:45:00.844867,7,11,FULL,FULL,91,86,15,244
2018-11-11 14:00:01.192133,7,FULL,FULL,12,38,33,FULL,221
2018-11-11 14:15:00.906467,7,FULL,36,14,14,10,FULL,195
2018-11-11 14:30:01.075769,7,FULL,FULL,15,FULL,FULL,6,161
2018-11-11 14:45:00.821070,7,12,FULL,19,FULL,FULL,12,160
2018-11-11 15:00:01.287370,7,FULL,42,FULL,11,12,10,155
2018-11-11 15:15:00.886672,7,14,FULL,13,19,16,14,133
2018-11-11 15:30:01.109974,7,18,39,9,18,17,12,114
2018-11-11 15:45:00.831274,7,FULL,47,19,46,44,7,105
2018-11-11 16:00:01.518576,7,14,50,15,47,42,7,109
2018-11-11 16:15:00.833879,7,22,63,37,48,45,8,117
2018-11-11 16:30:00.942179,7,28,83,14,52,45,19,137
2018-11-11 16:45:00.830512,7,33,112,27,74,63,27,162
2018-11-11 17:00:01.655781,7,21,123,24,107,91,32,172
2018-11-11 17:15:00.928116,7,18,117,24,118,111,25,192
2018-11-11 17:30:01.403384,7,26,123,19,124,119,33,207
2018-11-11 17:45:00.820717,7,24,143,12,143,134,30,210
2018-11-11 18:00:01.335018,7,39,162,28,156,152,36,234
2018-11-11 18:15:00.881320,7,60,199,62,192,180,46,249
2018-11-11 18:30:01.311621,7,85,282,98,220,212,58,255
2018-11-11 18:45:00.807923,7,117,296,146,272,261,56,269
2018-11-11 19:00:01.265224,7,146,313,147,315,300,61,304
2018-11-11 19:15:00.844558,7,164,352,155,330,319,69,312
2018-11-11 19:30:01.498826,7,164,424,137,381,362,78,267
2018-11-11 19:45:00.816159,7,156,451,143,400,371,92,292
2018-11-11 20:00:01.348429,7,183,524,182,425,393,102,310
2018-11-11 20:15:00.902763,7,235,607,234,454,420,108,334
2018-11-11 20:30:01.221067,7,282,736,290,459,442,122,361
2018-11-11 20:45:00.816365,7,366,872,398,471,473,140,405
2018-11-11 21:00:01.251653,7,472,1031,543,499,511,150,447
2018-11-11 21:15:00.910968,7,604,1244,679,548,572,166,476
2018-11-11 21:30:01.347269,7,743,1470,834,597,644,200,513
2018-11-11 21:45:00.815570,7,903,1702,1019,672,730,213,557
2018-11-11 22:00:12.052521,7,1087,1912,1260,760,841,238,598
2018-11-11 22:15:02.022140,7,1334,2179,1539,916,988,258,651
2018-11-11 22:30:01.178474,7,1481,2354,1695,1030,1090,274,683
2018-11-11 22:45:00.789808,7,1535,2433,1754,1061,1126,282,695
2018-11-11 23:00:01.236076,7,1569,2473,1770,1092,1164,283,705
2018-11-11 23:15:00.816410,7,1586,2504,1785,1130,1198,284,713
2018-11-11 23:30:01.340711,7,1601,2538,1819,1176,1247,288,714
2018-11-11 23:45:00.798013,7,1617,2561,1838,1204,1275,286,715
2018-11-12 00:00:01.232314,1,1630,2578,1847,1239,1303,288,716
2018-11-12 00:15:00.807615,1,1641,2587,1876,1262,1320,297,719
2018-11-12 00:30:01.364917,1,1676,2598,1884,1305,1352,298,716
2018-11-12 00:45:00.776250,1,720,2604,870,1340,1387,299,720
2018-11-12 01:00:01.186519,1,722,2605,873,1347,1392,304,724
2018-11-12 01:15:00.833854,1,731,2608,874,1357,1404,303,725
2018-11-12 01:30:01.162122,1,745,2611,883,1380,1423,303,720
2018-11-12 01:45:00.824455,1,748,2617,887,1395,1433,303,720
2018-11-12 02:00:01.290724,1,756,2616,889,1423,1454,303,722
2018-11-12 02:15:00.810057,1,770,2618,893,1438,1466,303,731
2018-11-12 02:30:01.192358,1,776,2620,893,1455,1478,303,731
2018-11-12 02:45:07.321469,1,779,2623,894,1462,1483,304,732
2018-11-12 03:00:02.415930,1,788,2623,895,1482,1501,307,732
2018-11-12 03:15:00.822262,1,789,2623,896,1487,1505,307,732
2018-11-12 03:30:01.341564,1,790,2623,895,1490,1507,307,732
2018-11-12 03:45:00.825898,1,790,2621,895,1492,1509,307,732
2018-11-12 04:00:01.226167,1,789,2621,895,1492,1509,307,733
2018-11-12 04:15:00.791500,1,792,2619,896,1490,1508,308,732
2018-11-12 04:30:01.331769,1,793,2624,895,1490,1508,308,733
2018-11-12 04:45:00.811103,1,793,2623,895,1490,1508,308,732
2018-11-12 05:00:01.447372,1,793,2624,894,1490,1508,308,733
2018-11-12 05:15:00.859707,1,793,2624,894,1491,1509,308,813
2018-11-12 05:30:00.803007,1,793,2620,894,1490,1508,308,812
2018-11-12 05:45:00.836307,1,793,2621,893,1490,1507,308,814
2018-11-12 06:00:01.206580,1,792,2607,890,1486,1502,308,813
2018-11-12 06:15:00.806942,1,792,2594,891,1483,1496,308,811
2018-11-12 06:30:01.177212,1,785,2572,884,1480,1485,308,800
2018-11-12 06:45:00.851545,1,773,2533,870,1471,1473,308,785
2018-11-12 07:00:01.235814,1,766,2490,857,1450,1444,308,770
2018-11-12 07:15:00.840147,1,751,2447,831,1428,1418,308,754
2018-11-12 07:30:01.325416,1,737,2378,823,1258,1299,308,661
2018-11-12 07:45:00.826750,1,719,2289,788,1226,1263,307,640
2018-11-12 08:00:01.440052,1,684,2195,749,1185,1215,305,622
2018-11-12 08:15:00.886353,1,632,2085,711,1133,1161,306,602
2018-11-12 08:30:01.182653,1,1276,1957,1393,1066,1100,305,578
2018-11-12 08:45:00.834955,1,1130,1788,1280,1005,1020,304,540
2018-11-12 09:00:01.197257,1,941,1611,1110,929,932,302,514
2018-11-12 09:15:00.785589,1,792,1378,921,834,820,300,477
2018-11-12 09:30:01.332859,1,616,1192,747,703,699,300,434
2018-11-12 09:45:00.837192,1,449,1026,557,566,565,298,383
2018-11-12 10:00:01.164493,1,358,878,408,450,449,297,343
2018-11-12 10:15:00.815794,1,245,742,285,328,326,293,312
2018-11-12 10:30:01.163095,1,168,643,166,253,253,287,287
2018-11-12 10:45:00.820397,1,101,545,77,201,200,278,268
2018-11-12 11:00:00.791699,1,50,432,41,153,152,268,238
2018-11-12 11:15:00.805000,1,FULL,337,16,115,115,253,219
2018-11-12 11:30:01.331301,1,FULL,222,12,77,74,234,199
2018-11-12 11:45:00.800603,1,FULL,151,19,41,41,224,173
2018-11-12 12:00:01.034904,1,11,59,12,12,13,217,155
2018-11-12 12:15:00.796236,1,FULL,FULL,16,FULL,FULL,197,140
2018-11-12 12:30:00.836538,1,FULL,FULL,19,FULL,FULL,170,133
2018-11-12 12:45:00.818840,1,FULL,FULL,FULL,FULL,FULL,153,123
2018-11-12 13:00:01.202150,1,FULL,FULL,15,FULL,FULL,123,118
2018-11-12 13:15:00.822442,1,FULL,FULL,24,FULL,FULL,111,112
2018-11-12 13:30:01.428711,1,9,FULL,FULL,FULL,FULL,95,113
2018-11-12 13:45:00.794045,1,FULL,FULL,FULL,FULL,FULL,86,106
2018-11-12 14:00:01.520346,1,FULL,41,15,FULL,FULL,75,100
2018-11-12 14:15:01.116648,1,FULL,55,23,FULL,FULL,86,92
2018-11-12 14:30:01.325950,1,
2018-11-12 14:45:00.807283,1,FULL,51,11,8,FULL,89,84
2018-11-12 15:00:01.216552,1,FULL,51,15,FULL,FULL,83,83
2018-11-12 15:15:00.849885,1,FULL,FULL,11,FULL,FULL,84,88
2018-11-12 15:30:01.173154,1,15,46,19,FULL,FULL,82,93
2018-11-12 15:45:00.820489,1,22,70,17,FULL,FULL,83,96
2018-11-12 16:00:00.854789,1,29,104,20,FULL,FULL,86,103
2018-11-12 16:15:03.814007,1,49,150,25,20,21,90,111
2018-11-12 16:30:01.181393,1,56,207,51,46,27,104,123
2018-11-12 16:45:00.850694,1,93,240,81,47,30,123,194
2018-11-12 17:00:01.300995,1,104,281,107,70,59,136,201
2018-11-12 17:15:00.807297,1,127,323,141,96,92,145,214
2018-11-12 17:30:01.335598,1,155,424,170,112,104,153,237
2018-11-12 17:45:00.814930,1,242,492,193,159,122,144,258
2018-11-12 18:00:00.967232,1,338,563,218,201,163,155,270
2018-11-12 18:15:00.806536,1,485,636,294,247,206,159,299
2018-11-12 18:30:01.324803,1,625,713,358,300,276,166,322
2018-11-12 18:45:00.845136,1,724,776,358,370,334,165,347
2018-11-12 19:00:00.862437,1,821,785,346,456,405,168,363
2018-11-12 19:15:00.786739,1,871,815,385,496,448,163,381
2018-11-12 19:30:01.215040,1,892,879,437,543,489,158,405
2018-11-12 19:45:00.796342,1,898,909,503,591,537,158,437
2018-11-12 20:00:01.212643,1,922,963,562,625,575,165,458
2018-11-12 20:15:00.849944,1,936,1041,631,686,648,168,473
2018-11-12 20:30:01.325245,1,943,1119,726,730,708,180,494
2018-11-12 20:45:00.861578,1,964,1230,801,754,736,179,498
2018-11-12 21:00:00.796888,1,993,1365,907,795,789,190,515
2018-11-12 21:15:00.818181,1,1074,1534,1013,852,865,200,542
2018-11-12 21:30:01.185483,1,1152,1704,1136,912,930,219,574
2018-11-12 21:45:01.144784,1,1249,1884,1303,966,993,233,598
2018-11-12 22:00:01.031085,1,1377,2066,1442,1039,1084,247,625
2018-11-12 22:15:00.837387,1,1527,2245,1608,1150,1202,266,649
2018-11-12 22:30:01.413688,1,1603,2348,1698,1241,1290,272,666
2018-11-12 22:45:00.844995,1,1640,2406,1747,1293,1343,277,688
2018-11-12 23:00:01.193291,1,1657,2455,1777,1336,1385,283,698
2018-11-12 23:15:00.801624,1,1706,2488,1822,1389,1431,289,708
2018-11-12 23:30:01.167893,1,1720,2517,1846,1415,1456,290,710
2018-11-12 23:45:00.817227,1,1727,2539,1853,1426,1465,291,722
2018-11-13 00:00:01.382496,2,1741,2556,1873,1444,1479,292,704
2018-11-13 00:15:00.853830,2,1747,2570,1889,1453,1487,302,722
2018-11-13 00:30:01.311099,2,1755,2584,1896,1470,1495,304,722
2018-11-13 00:45:00.785432,2,784,2592,885,1471,1494,304,726
2018-11-13 01:00:01.034733,2,785,2604,888,1475,1496,306,727
2018-11-13 01:15:00.812036,2,789,2607,889,1476,1497,307,724
2018-11-13 01:30:01.191337,2,792,2608,888,1480,1499,307,727
2018-11-13 01:45:00.857637,2,792,2610,891,1477,1499,307,718
2018-11-13 02:00:01.175939,2,792,2614,891,1478,1497,307,678
2018-11-13 02:15:00.806273,2,793,2614,895,1481,1499,307,687
2018-11-13 02:30:01.171542,2,793,2616,894,1482,1501,307,679
2018-11-13 02:45:07.000684,2,793,2617,894,1483,1501,308,661
2018-11-13 03:00:00.902177,2,793,2617,894,1484,1502,308,664
2018-11-13 03:15:00.819479,2,793,2621,894,1483,1501,308,654
2018-11-13 03:30:01.328779,2,794,2620,893,1488,1504,308,652
2018-11-13 03:45:00.779081,2,795,2622,893,1487,1506,308,654
2018-11-13 04:00:01.477383,2,795,2623,893,1485,1505,308,653
2018-11-13 04:15:00.824683,2,795,2624,894,1483,1504,308,653
2018-11-13 04:30:01.177985,2,797,2625,896,1483,1504,308,653
2018-11-13 04:45:02.301254,2,797,2626,897,1484,1505,308,653
2018-11-13 05:00:01.209595,2,797,2625,895,1487,1506,309,654
2018-11-13 05:15:00.786903,2,797,2625,895,1486,1504,309,713
2018-11-13 05:30:00.867222,2,797,2625,895,1487,1505,309,668
2018-11-13 05:45:00.825523,2,796,2624,892,1485,1501,309,670
2018-11-13 06:00:01.223825,2,795,2616,890,1483,1496,309,634
2018-11-13 06:15:02.997062,2,792,2602,887,1481,1492,309,654
2018-11-13 06:30:00.828427,2,788,2585,878,1479,1482,309,645
2018-11-13 06:45:00.802729,2,789,2581,876,1479,1481,308,644
2018-11-13 07:00:01.442030,2,789,2581,876,1479,1481,308,644
2018-11-13 07:15:00.790330,2,789,2581,876,1479,1481,308,644
2018-11-13 07:30:01.183632,2,789,2581,876,1479,1481,308,644
2018-11-13 07:45:00.777966,2,715,2293,782,1209,1261,306,487
2018-11-13 08:00:00.796266,2,679,2204,750,1170,1223,307,473
2018-11-13 08:15:00.854569,2,635,2098,719,1123,1177,308,456
2018-11-13 08:30:01.324837,2,582,1975,669,1083,1120,307,431
2018-11-13 08:45:00.839171,2,513,1799,580,1010,1030,304,416
2018-11-13 09:00:01.205472,2,450,1685,516,954,964,305,397
2018-11-13 09:15:00.833773,2,314,1401,374,817,815,302,364
2018-11-13 09:30:01.175075,2,192,1239,276,689,689,299,321
2018-11-13 09:45:00.806376,2,121,1083,166,574,572,297,273
2018-11-13 10:00:01.594678,2,53,943,63,475,480,295,550
2018-11-13 10:15:00.775979,2,350,943,400,475,480,295,550
2018-11-13 10:30:01.113279,2,FULL,352,FULL,FULL,FULL,FULL,FULL
2018-11-13 10:45:00.814614,2,FULL,352,FULL,165,50,220,465
2018-11-13 11:00:00.839915,2,FULL,352,FULL,165,50,259,230
2018-11-13 11:15:00.951217,2,FULL,352,FULL,126,50,259,230
2018-11-13 11:30:01.217486,2,FULL,352,FULL,126,50,259,230
2018-11-13 12:00:01.165120,2,FULL,352,FULL,126,50,259,230
2018-11-13 12:15:00.803421,2,FULL,352,FULL,126,50,259,230
2018-11-13 12:30:01.278722,2,FULL,352,FULL,126,50,259,230
2018-11-13 12:45:00.825024,2,FULL,352,FULL,126,50,259,230
2018-11-13 13:00:01.137330,2,FULL,1,FULL,FULL,FULL,137,230
2018-11-13 13:15:00.797658,2,FULL,FULL,15,FULL,FULL,122,134
2018-11-13 13:30:01.197927,2,11,FULL,7,FULL,FULL,112,124
2018-11-13 13:45:00.823262,2,FULL,FULL,FULL,FULL,FULL,100,104
2018-11-13 14:00:01.511531,2,13,FULL,18,FULL,FULL,100,84
2018-11-13 14:15:00.816865,2,FULL,51,FULL,FULL,FULL,93,88
2018-11-13 14:30:01.335133,2,FULL,FULL,FULL,FULL,FULL,85,91
2018-11-13 14:45:00.833466,2,FULL,FULL,10,FULL,FULL,77,98
2018-11-13 15:00:01.384768,2,FULL,FULL,FULL,FULL,FULL,86,102
2018-11-13 15:15:00.797069,2,16,65,FULL,FULL,FULL,97,99
2018-11-13 15:30:00.871371,2,13,84,21,FULL,FULL,100,104
2018-11-13 15:45:00.803672,2,FULL,99,25,FULL,FULL,111,110
2018-11-13 16:00:01.441973,2,15,125,24,8,FULL,124,65
2018-11-13 16:15:00.813307,2,25,152,51,20,19,128,82
2018-11-13 16:30:01.176577,2,34,192,70,33,30,139,93
2018-11-13 16:45:00.794909,2,63,270,102,58,41,155,144
2018-11-13 17:00:01.377179,2,92,335,125,69,49,163,158
2018-11-13 17:15:00.832513,2,107,380,152,74,69,170,166
2018-11-13 17:30:01.218814,2,117,409,172,94,85,183,173
2018-11-13 17:45:00.806115,2,185,509,215,142,109,183,194
2018-11-13 18:00:01.202416,2,291,602,223,191,168,187,208
2018-11-13 18:15:00.833718,2,418,675,253,247,215,192,238
2018-11-13 18:30:01.237019,2,553,733,307,302,286,197,265
2018-11-13 18:45:00.837320,2,664,791,285,337,322,193,288
2018-11-13 19:00:01.231623,2,724,831,290,373,346,191,298
2018-11-13 19:15:00.798956,2,730,831,326,396,360,197,313
2018-11-13 19:30:00.875256,2,751,868,385,429,412,196,327
2018-11-13 19:45:00.772557,2,729,855,422,425,408,206,342
2018-11-13 20:00:01.250827,2,718,913,483,422,408,199,357
2018-11-13 20:15:00.782160,2,722,990,549,440,433,198,370
2018-11-13 20:30:00.910462,2,748,1066,598,439,433,192,391
2018-11-13 20:45:00.822764,2,747,1162,685,419,422,190,420
2018-11-13 21:00:01.033065,2,814,1283,774,429,427,194,438
2018-11-13 21:15:00.815366,2,880,1425,896,467,480,198,465
2018-11-13 21:30:01.195667,2,988,1640,1037,520,557,206,496
2018-11-13 21:45:00.821001,2,1089,1815,1165,590,631,220,526
2018-11-13 22:00:01.179269,2,1244,1975,1333,678,717,239,570
2018-11-13 22:15:00.819603,2,1391,2153,1516,777,830,249,593
2018-11-13 22:30:01.170872,2,1461,2267,1591,871,925,258,614
2018-11-13 22:45:00.799206,2,1486,2325,1632,902,961,263,623
2018-11-13 23:00:00.811507,2,1499,2355,1651,915,988,269,628
2018-11-13 23:15:00.850809,2,1530,2405,1695,990,1057,272,642
2018-11-13 23:30:00.982109,2,1573,2451,1757,1089,1149,279,649
2018-11-13 23:45:00.833411,2,1629,2495,1794,1171,1227,290,657
2018-11-14 00:00:13.122330,3,1694,2527,1832,1304,1347,296,676
2018-11-14 00:15:01.973982,3,1711,2548,1857,1344,1386,305,684
2018-11-14 00:30:00.988315,3,1719,2566,1866,1347,1392,307,689
2018-11-14 00:45:00.790648,3,748,2572,862,1368,1411,309,694
2018-11-14 01:00:01.180917,3,755,2585,863,1377,1419,310,698
2018-11-14 01:15:00.827251,3,758,2591,867,1386,1430,310,697
2018-11-14 01:30:00.849556,3,760,2598,869,1392,1434,310,700
2018-11-14 01:45:00.811854,3,763,2602,873,1408,1445,309,701
2018-11-14 02:00:01.200155,3,772,2605,876,1423,1460,310,702
2018-11-14 02:15:00.815456,3,774,2608,877,1438,1470,310,702
2018-11-14 02:30:01.457765,3,781,2609,880,1460,1486,311,704
