DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-11-14 02:45:00.844059,3,785,2611,884,1468,1494,311,704
2018-11-14 03:00:01.429360,3,788,2613,884,1475,1500,311,704
2018-11-14 03:15:00.863662,3,788,2613,886,1477,1500,312,704
2018-11-14 03:30:01.340963,3,788,2612,886,1478,1502,312,704
2018-11-14 03:45:00.796296,3,788,2612,887,1476,1500,312,703
2018-11-14 04:00:01.435566,3,789,2613,886,1477,1501,312,704
2018-11-14 04:15:00.822899,3,790,2615,891,1478,1503,312,707
2018-11-14 04:30:01.182200,3,790,2616,891,1478,1502,312,707
2018-11-14 04:45:02.319470,3,792,2617,891,1480,1504,312,707
2018-11-14 05:00:01.445771,3,792,2616,890,1479,1503,312,706
2018-11-14 05:15:01.009103,3,792,2614,892,1478,1500,312,788
2018-11-14 05:30:07.679182,3,791,2616,891,1478,1502,311,785
2018-11-14 05:45:00.856706,3,791,2612,891,1476,1500,311,784
2018-11-14 06:00:00.999008,3,790,2606,891,1475,1496,311,786
2018-11-14 06:15:00.830341,3,788,2593,885,1472,1490,311,784
2018-11-14 06:30:01.415614,3,788,2583,882,1465,1485,311,781
2018-11-14 06:45:00.804943,3,788,2583,882,1465,1485,311,781
2018-11-14 07:00:01.312213,3,788,2583,882,1465,1485,311,781
2018-11-14 07:15:00.819546,3,788,2583,882,1465,1485,311,781
2018-11-14 07:30:01.175847,3,788,2583,882,1465,1485,311,781
2018-11-14 07:45:00.856149,3,788,2583,882,1465,1485,311,781
2018-11-14 08:00:01.533419,3,788,2583,882,1465,1485,311,781
2018-11-14 08:15:01.224750,3,788,2583,882,1465,1485,311,781
2018-11-14 08:30:01.452052,3,788,2583,882,1465,1485,311,781
2018-11-14 08:45:01.002366,3,788,2583,882,1465,1485,311,781
2018-11-14 09:00:01.196655,3,788,2583,882,1465,1485,311,781
2018-11-14 09:15:00.818989,3,788,2583,882,1465,1485,311,781
2018-11-14 09:30:01.417258,3,788,2583,882,1465,1485,311,781
2018-11-14 09:45:00.850591,3,65,975,172,537,536,288,269
2018-11-14 10:00:01.357873,3,FULL,819,60,410,411,282,229
2018-11-14 10:15:00.813194,3,184,647,230,308,306,271,198
2018-11-14 10:30:01.236495,3,98,529,129,231,230,257,169
2018-11-14 10:45:00.833797,3,29,429,58,154,154,243,143
2018-11-14 11:00:01.220098,3,FULL,339,18,109,109,229,117
2018-11-14 11:15:00.809399,3,FULL,250,FULL,70,69,215,101
2018-11-14 11:30:01.168700,3,FULL,162,FULL,32,31,205,79
2018-11-14 11:45:00.825001,3,9,67,FULL,FULL,FULL,194,67
2018-11-14 12:00:01.283303,3,21,FULL,17,11,FULL,171,58
2018-11-14 12:15:00.813636,3,FULL,FULL,FULL,FULL,FULL,142,35
2018-11-14 12:30:01.186906,3,7,FULL,FULL,FULL,FULL,120,16
2018-11-14 12:45:00.839243,3,FULL,FULL,10,FULL,FULL,80,FULL
2018-11-14 13:00:01.221540,3,FULL,FULL,10,FULL,FULL,37,FULL
2018-11-14 13:15:00.854842,3,FULL,FULL,15,FULL,FULL,7,FULL
2018-11-14 13:30:01.328144,3,FULL,FULL,8,FULL,FULL,5,FULL
2018-11-14 13:45:00.827445,3,9,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-14 14:00:01.222748,3,14,FULL,15,FULL,FULL,FULL,7
2018-11-14 14:15:00.848048,3,14,FULL,FULL,FULL,FULL,8,FULL
2018-11-14 14:30:01.178349,3,FULL,FULL,13,FULL,FULL,16,9
2018-11-14 14:45:00.837681,3,11,FULL,FULL,FULL,FULL,23,FULL
2018-11-14 15:00:01.303951,3,18,FULL,11,FULL,FULL,15,FULL
2018-11-14 15:15:00.868285,3,9,FULL,FULL,FULL,FULL,18,7
2018-11-14 15:30:01.182555,3,16,FULL,18,FULL,FULL,20,7
2018-11-14 15:45:00.804887,3,13,FULL,FULL,FULL,FULL,24,8
2018-11-14 16:00:01.241189,3,FULL,54,FULL,FULL,FULL,31,7
2018-11-14 16:15:00.845490,3,FULL,58,FULL,17,15,33,16
2018-11-14 16:30:01.427791,3,18,96,25,14,13,54,18
2018-11-14 16:45:00.841093,3,56,134,77,32,15,70,75
2018-11-14 17:00:01.201394,3,68,196,90,49,36,86,91
2018-11-14 17:15:00.780695,3,77,254,142,89,52,103,110
2018-11-14 17:30:01.173000,3,96,305,171,101,73,116,127
2018-11-14 17:45:00.810330,3,175,405,205,149,114,133,152
2018-11-14 18:00:01.208600,3,264,507,236,173,146,143,174
2018-11-14 18:15:00.814933,3,396,550,283,226,180,153,204
2018-11-14 18:30:00.852234,3,540,613,304,297,242,154,227
2018-11-14 18:45:00.851536,3,628,667,299,331,286,148,249
2018-11-14 19:00:01.436805,3,706,685,290,378,338,147,274
2018-11-14 19:15:00.820138,3,707,651,295,415,367,153,287
2018-11-14 19:30:00.995439,3,690,638,325,462,409,142,304
2018-11-14 19:45:00.800741,3,708,650,368,481,429,139,318
2018-11-14 20:00:13.052660,3,709,662,391,493,446,134,331
2018-11-14 20:15:01.620343,3,722,694,444,508,475,145,343
2018-11-14 20:30:01.425645,3,739,749,516,557,514,140,354
2018-11-14 20:45:00.830978,3,777,873,582,582,549,147,377
2018-11-14 21:00:13.124865,3,810,1007,667,610,595,160,404
2018-11-14 21:15:01.666543,3,844,1124,752,642,631,166,423
2018-11-14 21:30:01.176883,3,844,1124,752,642,631,166,423
2018-11-14 21:45:00.936183,3,844,1124,752,642,631,166,423
2018-11-14 22:00:01.348485,3,844,1124,752,642,631,166,423
2018-11-14 22:15:00.812787,3,844,1124,752,642,631,166,423
2018-11-14 22:30:00.858088,3,844,1124,752,642,631,166,423
2018-11-14 22:45:00.818388,3,1509,2285,1679,1049,1115,260,622
2018-11-14 23:00:01.218690,3,1530,2368,1709,1074,1141,271,637
2018-11-14 23:15:00.818025,3,1558,2402,1738,1098,1168,272,645
2018-11-14 23:30:00.997294,3,659,2449,798,1121,1196,275,661
2018-11-14 23:45:00.835627,3,671,2477,813,1150,1218,279,666
2018-11-15 00:00:01.182896,4,686,2517,827,1181,1256,281,671
2018-11-15 00:15:00.811228,4,1644,2536,1850,1212,1283,281,674
2018-11-15 00:30:01.317531,4,1670,2559,1868,1276,1336,288,679
2018-11-15 00:45:00.839831,4,740,2593,872,1315,1365,295,689
2018-11-15 01:00:01.399133,4,746,2595,875,1323,1375,299,693
2018-11-15 01:15:00.824434,4,751,2601,878,1335,1383,300,693
2018-11-15 01:30:01.166735,4,755,2604,880,1344,1388,304,694
2018-11-15 01:45:00.814036,4,FULL,55,FULL,FULL,FULL,44,23
2018-11-15 02:00:01.040337,4,768,2612,887,1376,1413,304,696
2018-11-15 02:15:00.822671,4,771,2614,890,1386,1422,304,691
2018-11-15 02:30:00.876973,4,772,2612,890,1394,1425,304,691
2018-11-15 02:45:00.809274,4,778,2611,893,1418,1446,306,692
2018-11-15 03:00:02.863511,4,785,2611,896,1440,1466,306,698
2018-11-15 03:15:08.167654,4,789,2610,898,1445,1470,306,698
2018-11-15 03:30:01.335177,4,791,2614,900,1463,1488,306,699
2018-11-15 03:45:00.904479,4,795,2615,901,1473,1496,307,698
2018-11-15 04:00:01.185782,4,796,2615,901,1475,1496,307,699
2018-11-15 04:15:00.800082,4,797,2614,901,1476,1497,307,698
2018-11-15 04:30:01.171383,4,798,2604,901,1477,1498,307,699
2018-11-15 04:45:00.818716,4,798,2618,900,1475,1497,307,699
2018-11-15 05:00:01.616986,4,798,2622,901,1481,1501,307,699
2018-11-15 05:15:00.859320,4,798,2620,901,1480,1499,307,783
2018-11-15 05:30:01.172588,4,798,2621,901,1477,1496,307,781
2018-11-15 05:45:00.800921,4,799,2622,902,1475,1495,307,781
2018-11-15 06:00:00.839223,4,795,2612,899,1471,1492,307,779
2018-11-15 06:15:00.827523,4,794,2602,893,1466,1487,307,776
2018-11-15 06:30:00.992825,4,791,2576,887,1462,1478,307,756
2018-11-15 06:45:00.783126,4,780,2537,870,1446,1461,305,721
2018-11-15 07:00:00.847428,4,773,2498,855,1429,1443,306,670
2018-11-15 07:15:00.804730,4,761,2450,832,1415,1422,304,655
2018-11-15 07:30:01.314030,4,735,2377,810,1390,1400,302,554
2018-11-15 07:45:03.192280,4,707,2297,787,1214,1264,303,540
2018-11-15 08:00:01.187632,4,673,2207,753,1186,1220,302,516
2018-11-15 08:15:00.821966,4,628,2105,724,1147,1175,303,499
2018-11-15 08:30:01.226236,4,595,1969,683,1112,1131,303,479
2018-11-15 08:45:00.964568,4,522,1842,616,1043,1046,305,454
2018-11-15 09:00:01.195871,4,444,1671,526,984,982,304,435
2018-11-15 09:15:00.876172,4,360,1492,425,898,889,302,413
2018-11-15 09:30:01.338473,4,250,1313,319,794,788,299,370
2018-11-15 09:45:01.017774,4,152,1147,194,686,682,296,328
2018-11-15 10:00:01.339075,4,
2018-11-15 10:15:01.099376,4,272,818,284,415,416,287,254
2018-11-15 10:30:01.192678,4,174,660,121,306,305,281,208
2018-11-15 10:45:00.859012,4,103,539,41,230,231,271,191
2018-11-15 11:00:00.873312,4,103,539,41,230,231,271,191
2018-11-15 11:15:00.819614,4,103,539,41,230,231,271,191
2018-11-15 11:30:01.180915,4,FULL,240,14,92,89,229,122
2018-11-15 11:45:00.811216,4,FULL,240,14,92,89,229,122
2018-11-15 12:00:00.849518,4,FULL,65,8,11,FULL,196,79
2018-11-15 12:15:00.851821,4,16,FULL,23,FULL,FULL,167,66
2018-11-15 12:30:01.174121,4,10,FULL,12,FULL,FULL,155,63
2018-11-15 12:45:00.802422,4,FULL,FULL,10,8,FULL,113,27
2018-11-15 13:00:00.871723,4,FULL,FULL,FULL,FULL,FULL,97,21
2018-11-15 13:15:00.846057,4,FULL,FULL,9,FULL,FULL,67,FULL
2018-11-15 13:30:01.175325,4,FULL,FULL,14,FULL,FULL,44,FULL
2018-11-15 13:45:00.833659,4,FULL,FULL,FULL,FULL,FULL,25,FULL
2018-11-15 14:00:01.034960,4,9,FULL,15,FULL,FULL,12,FULL
2018-11-15 14:15:01.025261,4,FULL,FULL,11,FULL,FULL,7,8
2018-11-15 14:30:01.347563,4,8,FULL,FULL,FULL,FULL,5,FULL
2018-11-15 14:45:00.846864,4,FULL,40,10,FULL,FULL,6,FULL
2018-11-15 15:00:01.034165,4,12,FULL,FULL,FULL,FULL,15,6
2018-11-15 15:15:00.840467,4,FULL,50,10,FULL,FULL,23,FULL
2018-11-15 15:30:01.314768,4,15,48,15,FULL,FULL,22,8
2018-11-15 15:45:00.799069,4,10,58,12,FULL,FULL,35,FULL
2018-11-15 16:00:01.236372,4,16,54,17,FULL,FULL,33,12
2018-11-15 16:15:01.394672,4,16,71,12,FULL,10,40,16
2018-11-15 16:30:01.180975,4,1,1,1,1,1,1,1
2018-11-15 16:45:00.817307,4,49,161,44,54,32,71,86
2018-11-15 17:00:00.997609,4,63,228,71,59,39,87,88
2018-11-15 17:15:00.907909,4,75,285,98,81,56,94,99
2018-11-15 17:30:01.313211,4,105,352,124,101,78,114,114
2018-11-15 17:45:04.951386,4,183,416,175,137,109,127,135
2018-11-15 18:00:01.159813,4,288,524,190,171,139,129,137
2018-11-15 18:15:00.814111,4,419,573,217,230,193,128,159
2018-11-15 18:30:01.183417,4,544,632,278,279,238,134,182
2018-11-15 18:45:00.801750,4,660,652,289,313,263,132,215
2018-11-15 19:00:01.442019,4,773,662,282,355,291,132,231
2018-11-15 19:15:00.854326,4,763,671,260,395,336,134,241
2018-11-15 19:30:00.851654,4,784,663,286,426,377,138,263
2018-11-15 19:45:00.859955,4,781,664,326,456,399,128,284
2018-11-15 20:00:00.850256,4,749,636,347,471,399,126,295
2018-11-15 20:15:01.079557,4,733,652,398,500,435,123,311
2018-11-15 20:30:01.357859,4,731,693,466,512,455,128,327
2018-11-15 20:45:01.061161,4,746,800,557,550,495,138,347
2018-11-15 21:00:13.510079,4,786,926,670,579,534,156,379
2018-11-15 21:15:01.738763,4,835,1099,818,618,589,172,409
2018-11-15 21:30:01.157064,4,925,1264,964,675,658,187,451
2018-11-15 21:45:01.000366,4,1043,1482,1140,719,724,201,486
2018-11-15 22:00:00.996698,4,1179,1712,1295,812,834,218,523
2018-11-15 22:15:00.791000,4,1357,1980,1485,926,964,240,566
2018-11-15 22:30:01.441270,4,
2018-11-15 22:45:00.793614,4,1515,2272,1646,1028,1098,265,654
2018-11-15 23:00:01.164904,4,1534,2355,1685,1060,1124,273,675
2018-11-15 23:15:00.831206,4,1571,2427,1723,1090,1151,280,683
2018-11-15 23:30:01.318506,4,1608,2471,1752,1112,1181,280,693
2018-11-15 23:45:00.790809,4,1642,2499,1787,1141,1212,284,700
2018-11-16 00:00:01.217110,5,1667,2525,1813,1185,1248,286,702
2018-11-16 00:15:00.851410,5,1688,2539,1832,1233,1292,287,709
2018-11-16 00:30:00.986712,5,1701,2557,1855,1283,1333,286,710
2018-11-16 00:45:00.815045,5,740,2568,855,1300,1349,295,712
2018-11-16 01:00:01.028346,5,745,2573,861,1310,1360,296,716
2018-11-16 01:15:00.791648,5,755,2576,866,1327,1374,300,720
2018-11-16 01:30:01.181949,5,765,2588,867,1359,1398,305,726
2018-11-16 01:45:00.808250,5,767,2597,869,1373,1409,310,728
2018-11-16 02:00:01.216553,5,769,2598,872,1389,1423,310,729
2018-11-16 02:15:00.784853,5,771,2598,873,1399,1434,310,729
2018-11-16 02:30:01.415155,5,778,2600,873,1418,1451,310,732
2018-11-16 02:45:07.651265,5,781,2606,878,1434,1462,310,733
2018-11-16 03:00:01.431758,5,781,2606,878,1434,1462,310,733
2018-11-16 03:15:00.817090,5,788,2608,881,1465,1494,310,731
2018-11-16 03:30:01.178359,5,791,2611,883,1469,1500,310,733
2018-11-16 03:45:00.846693,5,796,2611,885,1475,1503,310,732
2018-11-16 04:00:01.210954,5,797,2612,886,1475,1503,310,733
2018-11-16 04:15:00.865297,5,797,2610,886,1474,1502,310,733
2018-11-16 04:30:01.329597,5,797,2613,885,1476,1503,310,733
2018-11-16 04:45:00.802898,5,797,2613,886,1476,1504,310,733
2018-11-16 05:00:01.208199,5,797,2614,889,1479,1507,310,734
2018-11-16 05:15:00.816500,5,798,2615,889,1479,1504,310,764
2018-11-16 05:30:01.447803,5,798,2615,890,1477,1503,310,732
2018-11-16 05:45:00.818103,5,798,2613,889,1473,1503,310,732
2018-11-16 06:00:01.029404,5,797,2605,889,1470,1498,310,732
2018-11-16 06:15:00.821737,5,795,2597,886,1464,1491,310,730
2018-11-16 06:30:01.174007,5,793,2577,880,1459,1481,310,721
2018-11-16 06:45:00.815341,5,784,2544,865,1445,1470,310,706
2018-11-16 07:00:01.031641,5,774,2492,845,1426,1448,310,694
2018-11-16 07:15:00.793943,5,762,2436,841,1405,1425,308,674
2018-11-16 07:30:01.184244,5,744,2373,809,1243,1315,308,578
2018-11-16 07:45:00.818545,5,723,2277,783,1212,1283,308,557
2018-11-16 08:00:01.432846,5,682,2174,743,1178,1244,307,532
2018-11-16 08:15:00.839147,5,1361,2051,1476,1142,1192,306,517
2018-11-16 08:30:01.452449,5,1248,1903,1361,1081,1118,305,491
2018-11-16 08:45:00.786782,5,1089,1747,1208,1010,1038,305,467
2018-11-16 09:00:01.189052,5,903,1558,1031,925,925,305,433
2018-11-16 09:15:00.812384,5,737,1344,839,820,821,304,388
2018-11-16 09:30:01.000687,5,590,1180,639,691,693,300,348
2018-11-16 09:45:01.040988,5,484,1024,496,566,567,295,312
2018-11-16 10:00:00.853289,5,367,870,351,443,441,289,292
2018-11-16 10:15:00.811590,5,252,720,232,344,341,281,261
2018-11-16 10:30:01.180891,5,149,574,99,241,239,271,230
2018-11-16 10:45:00.825193,5,77,459,10,148,148,265,204
2018-11-16 11:00:01.028493,5,10,333,FULL,54,51,245,174
2018-11-16 11:15:00.822799,5,FULL,197,10,FULL,FULL,224,156
2018-11-16 11:30:01.439096,5,10,75,FULL,FULL,FULL,198,126
2018-11-16 11:45:00.845430,5,FULL,FULL,FULL,FULL,FULL,180,102
2018-11-16 12:00:01.509704,5,FULL,FULL,FULL,FULL,FULL,144,79
2018-11-16 12:15:00.802032,5,FULL,FULL,12,FULL,FULL,124,57
2018-11-16 12:30:01.555302,5,FULL,FULL,FULL,FULL,FULL,95,27
2018-11-16 12:45:01.296624,5,FULL,FULL,FULL,FULL,FULL,62,11
2018-11-16 13:00:01.325936,5,FULL,FULL,FULL,FULL,FULL,44,6
2018-11-16 13:15:00.865240,5,FULL,FULL,FULL,FULL,FULL,20,FULL
2018-11-16 13:30:01.630508,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-16 13:45:00.847840,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-16 14:00:01.173143,5,8,FULL,FULL,FULL,FULL,FULL,FULL
2018-11-16 14:15:01.074443,5,FULL,FULL,FULL,FULL,FULL,FULL,7
2018-11-16 14:30:01.496744,5,13,FULL,11,FULL,FULL,6,FULL
2018-11-16 14:45:00.779077,5,FULL,FULL,20,FULL,FULL,13,6
2018-11-16 15:00:01.216348,5,11,FULL,FULL,FULL,FULL,8,FULL
2018-11-16 15:15:00.821681,5,14,FULL,21,FULL,FULL,FULL,6
2018-11-16 15:30:01.322949,5,40,FULL,8,FULL,FULL,10,6
2018-11-16 15:45:00.798286,5,28,FULL,FULL,FULL,FULL,5,13
2018-11-16 16:00:01.024584,5,26,59,9,FULL,FULL,7,17
2018-11-16 16:15:00.808886,5,24,44,FULL,FULL,FULL,8,20
2018-11-16 16:30:01.238190,5,28,74,17,22,FULL,24,22
2018-11-16 16:45:01.033489,5,40,61,23,18,FULL,32,73
2018-11-16 17:00:01.162790,5,35,85,22,16,FULL,53,83
2018-11-16 17:15:00.813125,5,40,109,36,23,FULL,56,102
2018-11-16 17:30:01.311393,5,46,135,56,19,10,74,115
2018-11-16 17:45:00.849726,5,67,191,86,39,15,78,127
2018-11-16 18:00:01.484997,5,124,247,121,60,28,89,145
2018-11-16 18:15:00.984328,5,208,277,184,98,60,97,172
2018-11-16 18:30:01.327629,5,280,290,233,125,98,102,188
2018-11-16 18:45:00.823942,5,337,321,253,140,119,113,215
2018-11-16 19:00:01.674201,5,340,312,286,174,143,114,221
2018-11-16 19:15:00.870534,5,306,322,250,193,168,121,217
2018-11-16 19:30:01.343836,5,290,262,247,198,186,130,226
2018-11-16 19:45:00.822119,5,264,237,248,210,185,121,226
2018-11-16 20:00:01.194438,5,244,217,259,236,205,119,241
2018-11-16 20:15:00.938771,5,244,203,276,249,221,124,248
2018-11-16 20:30:01.237041,5,231,224,302,249,217,126,261
2018-11-16 20:45:01.087374,5,256,315,336,283,247,121,283
2018-11-16 21:00:00.843676,5,319,458,408,297,269,123,312
2018-11-16 21:15:00.853976,5,393,618,529,346,329,129,346
2018-11-16 21:30:01.330280,5,535,882,706,476,481,143,388
2018-11-16 21:45:00.957579,5,675,1142,887,582,592,164,441
2018-11-16 22:00:13.569500,5,852,1392,1105,683,711,180,485
2018-11-16 22:15:01.704151,5,1094,1705,1325,791,851,209,530
2018-11-16 22:30:00.915484,5,1236,1932,1461,885,946,222,567
2018-11-16 22:45:00.799817,5,1327,2070,1543,926,1006,227,590
2018-11-16 23:00:01.429086,5,1391,2174,1608,946,1029,240,609
2018-11-16 23:15:00.814420,5,1430,2251,1660,980,1067,246,624
2018-11-16 23:30:01.332689,5,1461,2306,1700,995,1083,248,628
2018-11-16 23:45:00.832022,5,1503,2352,1732,1017,1115,251,636
2018-11-17 00:00:01.380296,6,1544,2404,1755,1057,1147,252,649
2018-11-17 00:15:01.025624,6,1588,2441,1800,1107,1196,256,658
2018-11-17 00:30:01.435926,6,1606,2462,1820,1124,1219,258,667
2018-11-17 00:45:00.868227,6,1626,2479,1840,1177,1263,264,672
2018-11-17 01:00:01.436529,6,1626,2479,1840,1177,1263,264,672
2018-11-17 01:15:00.807829,6,1655,2536,1858,1225,1303,288,696
2018-11-17 01:30:01.429132,6,1681,2551,1868,1276,1347,286,701
2018-11-17 01:45:00.811464,6,1688,2561,1872,1277,1348,292,708
2018-11-17 02:00:01.383733,6,1702,2577,1875,1322,1395,296,719
2018-11-17 02:15:00.831066,6,1712,2585,1877,1327,1395,298,721
2018-11-17 02:30:01.333337,6,1734,2588,1882,1368,1429,301,728
2018-11-17 02:45:00.925670,6,1746,2593,1883,1393,1449,300,728
2018-11-17 03:00:01.343971,6,1756,2597,1888,1428,1474,300,728
2018-11-17 03:15:07.545934,6,1760,2598,1898,1447,1485,303,731
2018-11-17 03:30:00.920459,6,1768,2602,1901,1463,1499,303,731
2018-11-17 03:45:00.803760,6,1773,2604,1904,1473,1503,304,732
2018-11-17 04:00:01.368061,6,1773,2608,1903,1475,1500,304,731
2018-11-17 04:15:00.851363,6,1773,2607,1901,1474,1498,304,731
2018-11-17 04:30:01.353665,6,1774,2608,1905,1472,1496,304,731
2018-11-17 04:45:01.196965,6,1773,2608,1905,1477,1498,304,731
2018-11-17 05:00:01.471266,6,1773,2608,1905,1479,1500,304,731
2018-11-17 05:15:03.326503,6,1773,2610,1905,1479,1500,304,814
2018-11-17 05:30:01.183869,6,1772,2611,1905,1479,1500,303,814
2018-11-17 05:45:00.799201,6,1773,2611,1905,1480,1499,304,814
2018-11-17 06:00:01.165509,6,1772,2612,1904,1478,1499,304,814
2018-11-17 06:15:00.832805,6,1772,2610,1903,1479,1500,304,814
2018-11-17 06:30:00.994106,6,1772,2606,1898,1478,1498,304,813
2018-11-17 06:45:01.003407,6,1770,2601,1890,1478,1495,304,813
2018-11-17 07:00:01.389708,6,1767,2592,1882,1474,1493,304,812
2018-11-17 07:15:00.862009,6,1765,2589,1875,1474,1490,301,813
2018-11-17 07:30:01.389312,6,1761,2587,1870,1469,1487,302,811
2018-11-17 07:45:00.815612,6,1750,2583,1853,1466,1484,302,810
2018-11-17 08:00:01.541913,6,1732,2568,1835,1460,1477,302,808
2018-11-17 08:15:00.811247,6,1723,2556,1820,1443,1466,302,789
2018-11-17 08:30:01.175516,6,1708,2531,1797,1428,1453,301,783
2018-11-17 08:45:00.841849,6,1683,2491,1757,1407,1437,299,779
2018-11-17 09:00:01.061150,6,1628,2441,1712,1375,1409,299,769
2018-11-17 09:15:00.932453,6,1569,2370,1630,1329,1376,297,758
2018-11-17 09:30:01.022754,6,1471,2279,1495,1270,1316,296,740
2018-11-17 09:45:00.865055,6,1349,2159,1328,1193,1253,293,715
2018-11-17 10:00:01.039356,6,1208,2035,1106,1108,1167,284,691
2018-11-17 10:15:00.873657,6,1048,1853,858,1016,1073,271,655
2018-11-17 10:30:01.099960,6,913,1721,674,946,997,252,625
2018-11-17 10:45:01.020260,6,780,1558,513,874,911,243,595
2018-11-17 11:00:01.072560,6,653,1349,366,805,835,231,569
2018-11-17 11:15:00.871894,6,529,1173,246,741,748,212,533
2018-11-17 11:30:01.088196,6,424,1007,161,687,684,196,510
2018-11-17 11:45:00.907497,6,340,867,116,618,616,176,477
2018-11-17 12:00:01.072800,6,243,736,65,573,568,160,439
2018-11-17 12:15:00.829099,6,163,618,28,523,513,148,413
2018-11-17 12:30:01.150401,6,96,509,FULL,477,467,135,386
2018-11-17 12:45:00.835703,6,66,418,FULL,429,420,131,360
2018-11-17 13:00:01.532003,6,38,340,18,382,374,117,339
2018-11-17 13:15:00.876305,6,26,257,25,337,331,109,332
2018-11-17 13:30:01.567606,6,29,216,29,330,321,102,318
2018-11-17 13:45:00.878940,6,22,185,14,293,279,91,302
2018-11-17 14:00:01.099209,6,23,144,15,267,251,80,293
2018-11-17 14:15:00.854542,6,16,91,26,225,213,75,271
2018-11-17 14:30:01.539812,6,27,66,14,200,189,52,257
2018-11-17 14:45:00.833147,6,46,48,14,185,175,52,243
2018-11-17 15:00:01.081446,6,35,45,19,165,160,47,254
2018-11-17 15:15:03.845652,6,24,39,13,160,151,49,243
2018-11-17 15:30:01.537049,6,24,52,19,166,146,50,243
2018-11-17 15:45:00.865349,6,29,53,25,163,154,41,239
2018-11-17 16:00:01.532652,6,31,71,30,173,168,39,245
2018-11-17 16:15:00.883953,6,37,94,27,192,185,38,241
2018-11-17 16:30:01.296254,6,46,111,33,202,194,39,235
2018-11-17 16:45:00.831587,6,67,149,61,208,200,38,244
2018-11-17 17:00:01.496857,6,62,199,84,205,197,46,235
2018-11-17 17:15:00.854190,6,84,243,79,209,201,52,239
2018-11-17 17:30:01.545460,6,108,276,88,209,204,61,236
2018-11-17 17:45:00.838792,6,105,306,95,218,212,61,260
2018-11-17 18:00:01.854062,6,83,305,106,235,226,70,264
2018-11-17 18:15:00.851395,6,81,286,122,226,212,67,272
2018-11-17 18:30:01.405697,6,56,282,97,239,238,67,274
2018-11-17 18:45:00.998997,6,45,278,86,257,246,57,277
2018-11-17 19:00:01.217299,6,23,293,67,270,258,64,258
2018-11-17 19:15:04.052505,6,28,275,68,279,267,64,258
2018-11-17 19:30:01.051901,6,25,251,69,311,282,63,257
2018-11-17 19:45:01.146203,6,22,227,74,303,281,59,252
2018-11-17 20:00:01.551504,6,28,245,69,286,269,66,250
2018-11-17 20:15:00.842838,6,62,306,87,273,266,66,253
2018-11-17 20:30:03.666043,6,102,411,138,281,286,77,278
2018-11-17 20:45:00.899442,6,174,552,207,301,286,89,301
2018-11-17 21:00:01.416741,6,250,685,304,320,300,105,319
2018-11-17 21:15:00.836042,6,388,884,421,389,373,114,347
2018-11-17 21:30:01.473345,6,564,1101,592,493,491,138,395
2018-11-17 21:45:00.813645,6,716,1331,809,592,599,160,442
2018-11-17 22:00:00.922947,6,904,1575,1059,722,739,195,503
2018-11-17 22:15:00.836280,6,1165,1921,1344,845,888,235,553
2018-11-17 22:30:01.339549,6,1307,2066,1470,919,956,250,582
2018-11-17 22:45:00.869882,6,1307,2066,1470,919,956,250,582
2018-11-17 23:00:12.923801,6,1474,2298,1649,1012,1065,266,636
2018-11-17 23:15:01.783454,6,1500,2341,1698,1015,1077,269,656
2018-11-17 23:30:04.183690,6,1500,2341,1698,1015,1077,269,656
2018-11-17 23:45:00.825088,6,1500,2341,1698,1015,1077,269,656
2018-11-18 00:00:01.342391,7,1500,2341,1698,1015,1077,269,656
2018-11-18 00:15:00.824691,7,1500,2341,1698,1015,1077,269,656
2018-11-18 00:30:01.332991,7,1611,2483,1813,1119,1183,271,686
2018-11-18 00:45:00.851325,7,1611,2483,1813,1119,1183,271,686
2018-11-18 01:00:01.455594,7,1611,2483,1813,1119,1183,271,686
2018-11-18 01:15:00.865928,7,1611,2483,1813,1119,1183,271,686
2018-11-18 01:30:01.419197,7,1611,2483,1813,1119,1183,271,686
2018-11-18 01:45:00.824531,7,1611,2483,1813,1119,1183,271,686
2018-11-18 02:00:01.497799,7,1611,2483,1813,1119,1183,271,686
2018-11-18 02:15:00.810135,7,1611,2483,1813,1119,1183,271,686
2018-11-18 02:30:01.340433,7,1611,2483,1813,1119,1183,271,686
2018-11-18 02:45:00.815734,7,1611,2483,1813,1119,1183,271,686
2018-11-18 03:00:01.339036,7,1611,2483,1813,1119,1183,271,686
2018-11-18 03:15:01.012339,7,1611,2483,1813,1119,1183,271,686
2018-11-18 03:30:01.321639,7,1611,2483,1813,1119,1183,271,686
2018-11-18 03:45:00.860972,7,1611,2483,1813,1119,1183,271,686
2018-11-18 04:00:01.486242,7,1611,2483,1813,1119,1183,271,686
2018-11-18 04:15:00.824575,7,1611,2483,1813,1119,1183,271,686
2018-11-18 04:30:01.337844,7,1611,2483,1813,1119,1183,271,686
2018-11-18 04:45:02.296145,7,1611,2483,1813,1119,1183,271,686
2018-11-18 05:00:01.696446,7,1611,2483,1813,1119,1183,271,686
2018-11-18 05:15:01.036779,7,1611,2483,1813,1119,1183,271,686
2018-11-18 05:30:01.203072,7,1611,2483,1813,1119,1183,271,686
