DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-10-02 03:00:01.415815,2,793,2639,882,1481,1505,315,816
2018-10-02 03:15:00.793826,2,794,2639,882,1485,1506,316,817
2018-10-02 03:30:01.328089,2,794,2637,881,1484,1505,316,817
2018-10-02 03:45:00.799819,2,795,2636,883,1482,1503,316,818
2018-10-02 04:00:12.896243,2,795,2638,884,1485,1506,315,820
2018-10-02 04:15:01.134001,2,796,2639,884,1484,1506,316,819
2018-10-02 04:30:01.152637,2,796,2639,884,1485,1506,316,818
2018-10-02 04:45:00.780681,2,796,2638,884,1489,1509,316,818
2018-10-02 05:00:01.174319,2,796,2639,884,1487,1508,316,818
2018-10-02 05:15:00.849205,2,796,2637,886,1488,1510,316,827
2018-10-02 05:30:01.399060,2,798,2636,887,1487,1510,315,827
2018-10-02 05:45:01.136480,2,798,2634,887,1486,1505,316,826
2018-10-02 06:00:01.186366,2,796,2632,883,1482,1503,316,826
2018-10-02 06:15:00.830004,2,796,2630,881,1481,1503,316,826
2018-10-02 06:30:01.176765,2,787,2602,867,1472,1489,316,814
2018-10-02 06:45:00.836028,2,782,2566,849,1455,1471,316,794
2018-10-02 07:00:04.245196,2,777,2510,829,1428,1448,316,776
2018-10-02 07:15:01.467052,2,767,2469,808,1401,1417,316,748
2018-10-02 07:30:01.141939,2,749,2400,784,1375,1390,316,734
2018-10-02 07:45:00.801232,2,718,2325,749,1198,1265,316,634
2018-10-02 08:00:01.179244,2,682,2239,718,1174,1234,315,623
2018-10-02 08:15:00.869757,2,633,2119,680,1122,1181,313,607
2018-10-02 08:30:01.419644,2,577,1959,631,1065,1122,314,581
2018-10-02 08:45:00.797655,2,516,1806,567,1005,1047,314,548
2018-10-02 09:00:00.800667,2,417,1634,488,923,957,312,518
2018-10-02 09:15:00.834930,2,322,1437,370,832,853,311,477
2018-10-02 09:30:01.181694,2,241,1271,286,753,751,306,436
2018-10-02 09:45:00.794113,2,139,1069,173,642,641,301,381
2018-10-02 10:00:01.203341,2,76,914,60,514,516,299,347
2018-10-02 10:15:00.784509,2,259,758,224,386,385,290,316
2018-10-02 10:30:01.490616,2,154,618,139,295,293,275,288
2018-10-02 10:45:00.821784,2,86,516,63,236,235,262,256
2018-10-02 11:00:01.402920,2,43,415,15,179,176,245,232
2018-10-02 11:15:00.796528,2,11,312,FULL,139,137,230,205
2018-10-02 11:30:01.346446,2,15,215,12,94,93,204,188
2018-10-02 11:45:00.786958,2,15,124,FULL,59,58,192,167
2018-10-02 12:00:01.548819,2,23,45,FULL,17,17,168,157
2018-10-02 12:15:00.839891,2,33,FULL,FULL,FULL,FULL,150,135
2018-10-02 12:30:00.796025,2,8,FULL,FULL,FULL,FULL,127,112
2018-10-02 12:45:00.814662,2,14,FULL,15,FULL,FULL,102,61
2018-10-02 13:00:01.520770,2,21,FULL,9,FULL,FULL,84,32
2018-10-02 13:15:00.836312,2,FULL,FULL,15,FULL,FULL,73,FULL
2018-10-02 13:30:01.214328,2,FULL,FULL,FULL,FULL,FULL,47,9
2018-10-02 13:45:01.639179,2,FULL,FULL,11,FULL,FULL,38,6
2018-10-02 14:00:01.703229,2,FULL,47,16,FULL,FULL,35,7
2018-10-02 14:15:00.832692,2,FULL,59,FULL,FULL,FULL,50,19
2018-10-02 14:30:01.335748,2,FULL,72,FULL,FULL,FULL,62,20
2018-10-02 14:45:00.838760,2,FULL,64,9,FULL,FULL,75,23
2018-10-02 15:00:00.982397,2,15,57,15,FULL,FULL,77,23
2018-10-02 15:15:00.797940,2,14,45,18,FULL,FULL,84,37
2018-10-02 15:30:01.332179,2,FULL,40,19,FULL,FULL,83,36
2018-10-02 15:45:00.803964,2,FULL,58,14,FULL,FULL,78,33
2018-10-02 16:00:00.806978,2,FULL,59,FULL,13,10,83,35
2018-10-02 16:15:00.809991,2,21,77,16,13,15,102,37
2018-10-02 16:30:01.422304,2,18,129,20,21,15,119,73
2018-10-02 16:45:00.800386,2,46,181,44,49,27,128,133
2018-10-02 17:00:01.428401,2,49,229,69,61,44,140,158
2018-10-02 17:15:00.837662,2,71,322,103,94,66,151,183
2018-10-02 17:30:01.184424,2,104,414,161,112,83,166,201
2018-10-02 17:45:00.874939,2,166,502,198,142,111,174,222
2018-10-02 18:00:00.784232,2,254,587,185,192,150,179,246
2018-10-02 18:15:00.834122,2,398,638,196,241,201,182,265
2018-10-02 18:30:01.180848,2,535,692,250,304,245,179,291
2018-10-02 19:00:01.389998,2,773,735,278,395,327,192,349
2018-10-02 19:15:00.846167,2,789,722,272,431,355,190,371
2018-10-02 19:30:01.177304,2,787,754,329,468,378,190,393
2018-10-02 19:45:00.820940,2,796,791,399,500,414,184,401
2018-10-02 20:00:01.417703,2,815,824,464,527,446,189,422
2018-10-02 20:15:00.780089,2,835,886,551,558,484,195,453
2018-10-02 20:30:01.329977,2,863,1015,597,571,498,198,488
2018-10-02 20:45:00.833020,2,899,1144,686,607,538,201,519
2018-10-02 21:00:01.242252,2,971,1327,801,653,585,217,548
2018-10-02 21:15:01.010920,2,
2018-10-02 21:30:01.342025,2,1086,1654,1052,749,702,231,613
2018-10-02 21:45:00.798195,2,1215,1844,1195,806,778,250,655
2018-10-02 22:00:00.787998,2,1363,2024,1374,893,887,267,688
2018-10-02 22:15:00.835468,2,1492,2250,1572,1034,1064,287,727
2018-10-02 22:30:01.182231,2,1552,2371,1658,1101,1137,293,743
2018-10-02 22:45:00.982121,2,1583,2445,1707,1146,1194,294,760
2018-10-02 23:00:01.203885,2,1603,2490,1725,1154,1207,296,770
2018-10-02 23:15:00.800674,2,1638,2516,1750,1184,1240,300,781
2018-10-02 23:30:02.272379,2,1661,2534,1773,1213,1268,301,794
2018-10-02 23:45:00.806699,2,1669,2546,1792,1237,1289,304,798
2018-10-03 00:00:01.544032,3,1688,2569,1815,1272,1322,306,802
2018-10-03 00:15:00.828348,3,1700,2581,1729,1297,1350,307,801
2018-10-03 00:30:07.456139,3,743,2587,841,1314,1368,309,805
2018-10-03 00:45:01.771839,3,749,2589,849,1339,1387,309,805
2018-10-03 01:00:01.056133,3,753,2596,855,1358,1409,311,807
2018-10-03 01:15:01.762240,3,758,2597,859,1372,1418,311,808
2018-10-03 01:30:00.968408,3,764,2605,860,1398,1437,312,809
2018-10-03 01:45:00.924545,3,770,2612,866,1414,1448,312,810
2018-10-03 02:00:01.193182,3,778,2615,870,1441,1473,313,813
2018-10-03 02:15:00.805602,3,781,2621,871,1449,1477,313,813
2018-10-03 02:30:01.417958,3,785,2621,872,1457,1484,313,812
2018-10-03 02:45:00.842875,3,792,2626,875,1471,1493,313,813
2018-10-03 03:00:00.783388,3,793,2628,879,1474,1497,312,815
2018-10-03 03:15:00.786399,3,797,2626,879,1475,1497,313,815
2018-10-03 03:30:01.195664,3,797,2629,879,1474,1497,314,815
2018-10-03 03:45:00.995549,3,798,2629,879,1480,1503,313,815
2018-10-03 04:00:01.436062,3,798,2628,879,1476,1500,313,815
2018-10-03 04:15:01.907792,3,799,2628,879,1477,1501,313,815
2018-10-03 04:30:01.176462,3,798,2629,879,1476,1501,313,815
2018-10-03 04:45:00.835721,3,798,2628,879,1476,1501,312,815
2018-10-03 05:00:01.463735,3,798,2628,879,1479,1503,312,815
2018-10-03 05:15:00.810528,3,798,2626,881,1478,1502,312,830
2018-10-03 05:30:01.329133,3,798,2626,881,1477,1503,313,830
2018-10-03 05:45:00.785302,3,798,2623,880,1477,1502,313,830
2018-10-03 06:00:13.334780,3,794,2620,877,1473,1495,313,830
2018-10-03 06:15:00.822580,3,795,2607,870,1472,1493,313,826
2018-10-03 06:30:01.184975,3,793,2587,859,1470,1475,313,815
2018-10-03 06:45:00.797350,3,786,2561,840,1459,1460,311,804
2018-10-03 07:00:01.425362,3,778,2512,824,1437,1440,311,789
2018-10-03 07:15:00.803375,3,766,2452,802,1307,1300,311,767
2018-10-03 07:30:01.413607,3,755,2400,784,1273,1264,311,749
2018-10-03 07:45:00.809439,3,720,2313,756,1193,1234,310,651
2018-10-03 08:00:01.203019,3,683,2217,731,1153,1199,312,628
2018-10-03 08:15:00.784205,3,643,2094,696,1113,1137,310,598
2018-10-03 08:30:01.334060,3,588,1952,637,1053,1070,310,571
2018-10-03 08:45:00.821478,3,512,1780,567,987,996,308,541
2018-10-03 09:00:01.527584,3,430,1607,468,891,900,308,505
2018-10-03 09:15:00.796253,3,325,1396,364,794,796,306,469
2018-10-03 09:30:01.189856,3,226,1203,254,683,685,303,417
2018-10-03 09:45:00.771027,3,116,1019,151,561,561,298,374
2018-10-03 10:00:01.227166,3,327,842,355,438,438,294,329
2018-10-03 10:15:00.792708,3,205,698,239,330,328,290,299
2018-10-03 10:30:01.342565,3,109,564,148,254,253,279,272
2018-10-03 10:45:01.126826,3,46,458,68,192,191,269,251
2018-10-03 11:00:01.223589,3,FULL,338,FULL,124,125,258,229
2018-10-03 11:15:00.804756,3,FULL,214,FULL,74,74,247,209
2018-10-03 11:30:01.432739,3,FULL,100,FULL,37,36,235,182
2018-10-03 11:45:00.810780,3,12,FULL,8,FULL,FULL,225,163
2018-10-03 12:00:00.782543,3,FULL,FULL,FULL,FULL,FULL,201,139
2018-10-03 12:15:00.832431,3,9,FULL,14,FULL,FULL,184,92
2018-10-03 12:30:01.335443,3,FULL,FULL,12,FULL,FULL,148,74
2018-10-03 12:45:00.822830,3,7,FULL,FULL,FULL,FULL,117,44
2018-10-03 13:00:01.575801,3,8,FULL,12,FULL,FULL,79,22
2018-10-03 13:15:00.813259,3,FULL,FULL,19,FULL,FULL,35,9
2018-10-03 13:30:01.175616,3,FULL,FULL,FULL,FULL,FULL,18,FULL
2018-10-03 13:45:00.803659,3,14,FULL,FULL,FULL,FULL,4,FULL
2018-10-03 14:00:00.791047,3,12,FULL,14,FULL,FULL,7,FULL
2018-10-03 14:15:00.840933,3,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-03 14:30:03.781357,3,FULL,FULL,9,FULL,FULL,FULL,FULL
2018-10-03 14:45:00.784458,3,FULL,FULL,18,FULL,FULL,5,FULL
2018-10-03 15:00:01.396844,3,10,FULL,FULL,FULL,FULL,7,FULL
2018-10-03 15:15:00.837356,3,FULL,40,12,FULL,FULL,10,10
2018-10-03 15:30:01.402868,3,FULL,FULL,FULL,FULL,FULL,16,7
2018-10-03 15:45:00.780922,3,12,43,19,FULL,FULL,24,11
2018-10-03 16:00:01.424518,3,15,FULL,FULL,FULL,FULL,29,20
2018-10-03 16:15:00.818187,3,13,65,FULL,FULL,FULL,37,32
2018-10-03 16:30:01.180544,3,15,94,12,FULL,FULL,49,47
2018-10-03 16:45:00.792959,3,23,134,47,16,FULL,71,108
2018-10-03 17:00:01.405316,3,41,178,45,18,FULL,87,133
2018-10-03 17:15:00.798984,3,52,260,70,49,44,107,156
2018-10-03 17:30:01.333246,3,73,326,88,71,67,118,178
2018-10-03 17:45:00.820633,3,128,398,125,121,117,134,198
2018-10-03 18:00:00.799321,3,258,464,181,177,162,146,231
2018-10-03 18:15:00.811032,3,389,522,219,225,215,158,263
2018-10-03 18:30:01.173424,3,515,566,261,303,290,173,305
2018-10-03 18:45:00.910839,3,586,613,266,346,317,173,337
2018-10-03 19:00:01.523194,3,638,633,287,366,330,176,362
2018-10-03 19:15:00.823111,3,706,615,312,402,357,184,379
2018-10-03 19:30:01.169874,3,739,626,369,433,389,188,401
2018-10-03 19:45:00.797886,3,753,609,390,475,422,190,410
2018-10-03 20:00:00.800899,3,766,615,409,501,452,189,432
2018-10-03 20:15:00.803911,3,808,649,419,524,470,193,455
2018-10-03 20:30:01.166297,3,830,710,468,529,465,198,473
2018-10-03 20:45:00.794309,3,853,790,533,546,493,197,498
2018-10-03 21:00:00.812946,3,877,894,618,539,498,201,516
2018-10-03 21:15:00.800366,3,918,1095,728,558,518,213,548
2018-10-03 21:30:01.318971,3,996,1280,863,586,563,221,566
2018-10-03 21:45:00.822015,3,1089,1505,1034,637,644,236,604
2018-10-03 22:00:01.434340,3,1214,1738,1212,693,720,242,636
2018-10-03 22:15:00.781164,3,1391,2015,1424,788,832,250,679
2018-10-03 22:30:01.487272,3,1465,2152,1543,857,918,256,700
2018-10-03 22:45:00.802813,3,1483,2207,1587,892,954,256,707
2018-10-03 23:00:00.805827,3,1518,2294,1638,923,997,264,729
2018-10-03 23:15:00.840088,3,1550,2361,1682,970,1043,280,736
2018-10-03 23:30:01.343100,3,1564,2428,1717,986,1047,279,750
2018-10-03 23:45:00.830487,3,1576,2478,1733,1003,1069,282,760
2018-10-04 00:00:00.817906,4,1607,2499,1769,1066,1135,288,769
2018-10-04 00:15:00.789667,4,1633,2534,1804,1133,1203,291,775
2018-10-04 00:30:01.183274,4,1641,2562,1823,1165,1239,293,779
2018-10-04 00:45:00.795693,4,689,2577,841,1208,1278,297,784
2018-10-04 01:00:04.157985,4,709,2586,845,1252,1314,298,795
2018-10-04 01:15:00.832959,4,714,2592,849,1262,1322,299,800
2018-10-04 01:30:01.507823,4,725,2596,854,1296,1350,303,806
2018-10-04 01:45:00.838989,4,733,2598,857,1326,1375,307,809
2018-10-04 02:00:01.404502,4,744,2605,859,1366,1414,310,809
2018-10-04 02:15:00.970016,4,760,2611,862,1403,1447,312,811
2018-10-04 02:30:01.379277,4,772,2617,870,1426,1470,312,812
2018-10-04 02:45:00.788570,4,781,2619,874,1451,1486,312,812
2018-10-04 03:00:01.229051,4,784,2620,876,1462,1491,312,812
2018-10-04 03:15:00.794594,4,794,2625,880,1473,1497,312,813
2018-10-04 03:30:01.391324,4,797,2624,879,1478,1500,312,813
2018-10-04 03:45:00.816243,4,797,2624,880,1474,1496,312,813
2018-10-04 04:00:01.522354,4,797,2626,880,1478,1498,312,814
2018-10-04 04:15:08.040797,4,797,2624,880,1478,1500,311,813
2018-10-04 04:30:01.403405,4,797,2627,882,1476,1498,311,813
2018-10-04 04:45:02.422001,4,797,2629,881,1476,1498,311,813
2018-10-04 05:00:01.159428,4,798,2630,881,1477,1498,311,814
2018-10-04 05:15:00.787471,4,798,2630,881,1476,1497,311,830
2018-10-04 05:30:01.196702,4,798,2629,879,1478,1499,311,831
2018-10-04 05:45:00.809121,4,798,2628,880,1478,1500,311,830
2018-10-04 06:00:01.515230,4,795,2623,875,1473,1492,311,830
2018-10-04 06:15:00.768269,4,789,2614,872,1476,1489,311,825
2018-10-04 06:30:01.443125,4,785,2594,866,1474,1481,311,812
2018-10-04 06:45:00.930543,4,778,2564,848,1458,1464,310,801
2018-10-04 07:00:01.402318,4,774,2528,834,1440,1446,310,793
2018-10-04 07:15:00.999068,4,760,2452,807,1307,1319,309,769
2018-10-04 07:30:01.330205,4,740,2387,796,1221,1284,309,747
2018-10-04 07:45:00.801967,4,718,2293,779,1190,1249,308,645
2018-10-04 08:00:01.398729,4,691,2197,755,1158,1216,306,625
2018-10-04 08:15:00.839272,4,636,2080,715,1116,1161,304,594
2018-10-04 08:30:01.336952,4,586,1923,655,1063,1094,304,563
2018-10-04 08:45:00.782796,4,509,1751,574,991,1016,304,543
2018-10-04 09:00:01.207685,4,423,1573,496,908,940,304,512
2018-10-04 09:15:00.851275,4,321,1369,379,831,855,301,474
2018-10-04 09:30:01.198086,4,239,1224,279,717,719,299,425
2018-10-04 09:45:00.826096,4,124,1013,170,585,584,293,381
2018-10-04 10:00:01.422872,4,56,825,54,448,447,289,339
2018-10-04 10:15:00.785245,4,270,676,252,349,345,275,306
2018-10-04 10:30:01.178884,4,155,529,158,255,254,263,282
2018-10-04 10:45:00.822550,4,66,419,82,166,166,249,251
2018-10-04 11:00:01.403656,4,11,313,30,119,116,231,219
2018-10-04 11:15:00.812949,4,FULL,210,FULL,75,72,219,190
2018-10-04 11:30:01.175306,4,FULL,96,10,36,34,202,178
2018-10-04 11:45:00.787724,4,FULL,FULL,9,FULL,FULL,184,155
2018-10-04 12:00:01.415704,4,FULL,FULL,FULL,FULL,FULL,163,125
2018-10-04 12:15:00.809373,4,FULL,FULL,13,FULL,FULL,131,88
2018-10-04 12:30:01.406135,4,FULL,FULL,FULL,FULL,FULL,87,56
2018-10-04 12:45:00.831022,4,13,FULL,10,FULL,FULL,47,40
2018-10-04 13:00:01.380892,4,FULL,FULL,7,FULL,FULL,10,21
2018-10-04 13:15:00.805797,4,FULL,FULL,9,FULL,FULL,5,FULL
2018-10-04 13:30:01.340059,4,8,FULL,14,FULL,FULL,7,FULL
2018-10-04 13:45:00.858716,4,FULL,FULL,FULL,FULL,FULL,8,FULL
2018-10-04 14:00:01.158582,4,FULL,FULL,FULL,FULL,FULL,7,FULL
2018-10-04 14:15:00.817875,4,12,FULL,15,FULL,FULL,7,FULL
2018-10-04 14:30:01.491312,4,FULL,FULL,22,FULL,FULL,6,FULL
2018-10-04 14:45:00.823898,4,FULL,FULL,13,FULL,FULL,6,FULL
2018-10-04 15:00:00.811290,4,FULL,FULL,FULL,FULL,FULL,6,8
2018-10-04 15:15:00.767423,4,FULL,FULL,7,FULL,FULL,9,FULL
2018-10-04 15:30:00.973560,4,16,FULL,19,FULL,FULL,5,14
2018-10-04 15:45:01.757790,4,FULL,41,FULL,FULL,FULL,8,23
2018-10-04 16:00:01.401460,4,FULL,FULL,FULL,FULL,FULL,20,28
2018-10-04 16:15:00.795128,4,15,57,FULL,11,FULL,32,37
2018-10-04 16:30:01.329360,4,24,88,15,8,FULL,50,62
2018-10-04 16:45:03.847934,4,44,134,35,28,12,83,124
2018-10-04 17:00:01.210383,4,34,189,43,25,11,104,131
2018-10-04 17:15:00.791553,4,52,234,71,58,44,125,158
2018-10-04 17:30:01.403907,4,77,303,75,74,58,138,188
2018-10-04 17:45:00.766325,4,116,366,119,130,109,146,203
2018-10-04 18:00:01.534966,4,175,440,162,178,145,150,203
2018-10-04 18:15:00.803599,4,335,537,180,220,185,152,238
2018-10-04 18:30:01.494113,4,466,603,231,275,230,161,269
2018-10-04 18:45:00.809655,4,591,591,208,307,257,165,279
2018-10-04 19:00:01.390760,4,658,575,195,336,265,164,266
2018-10-04 19:15:00.784429,4,721,552,171,364,297,176,276
2018-10-04 19:30:01.381160,4,723,514,205,409,323,178,288
2018-10-04 19:45:00.790453,4,726,502,246,417,325,174,299
2018-10-04 20:00:00.762215,4,718,506,300,442,346,172,317
2018-10-04 20:15:00.796478,4,723,547,360,461,361,168,347
2018-10-04 20:30:01.393240,4,718,610,430,468,373,163,371
2018-10-04 20:45:00.833751,4,757,715,478,495,401,168,408
2018-10-04 21:00:01.414889,4,802,851,573,516,442,172,430
2018-10-04 21:15:00.777275,4,863,1021,669,549,488,189,455
2018-10-04 21:30:01.327167,4,966,1212,811,589,549,205,494
2018-10-04 21:45:00.767706,4,1073,1440,1001,633,609,216,541
2018-10-04 22:00:01.411313,4,1189,1681,1188,721,730,231,586
2018-10-04 22:15:00.804971,4,1333,1953,1431,831,876,256,649
2018-10-04 22:30:00.792368,4,1422,2109,1516,911,970,264,681
2018-10-04 22:45:00.795380,4,1463,2208,1582,954,1023,277,718
2018-10-04 23:00:01.579611,4,1496,2305,1629,996,1058,284,740
2018-10-04 23:15:00.863881,4,1529,2363,1682,1035,1100,287,750
2018-10-04 23:30:01.163791,4,1550,2414,1721,1059,1129,290,766
2018-10-04 23:45:00.791804,4,1573,2467,1748,1097,1162,293,772
2018-10-05 00:00:01.529190,5,1596,2513,1763,1121,1184,297,776
2018-10-05 00:15:00.829109,5,1629,2546,1779,1185,1244,298,784
2018-10-05 00:30:01.410225,5,1640,2564,1811,1235,1293,300,790
2018-10-05 00:45:00.819508,5,709,2574,833,1256,1316,304,794
2018-10-05 01:00:01.447490,5,709,2586,842,1261,1327,304,798
2018-10-05 01:15:00.778658,5,719,2595,853,1277,1337,309,801
2018-10-05 01:30:01.297295,5,719,2595,853,1277,1337,309,801
2018-10-05 01:45:00.769057,5,748,2606,860,1327,1378,310,806
2018-10-05 02:00:00.756454,5,765,2612,864,1372,1417,310,808
2018-10-05 02:15:07.899860,5,778,2614,877,1395,1432,310,807
2018-10-05 02:30:01.168718,5,781,2616,880,1419,1451,312,809
2018-10-05 02:45:00.765512,5,791,2616,883,1436,1465,311,809
