DateTime,IsoWeekday,A,B,C,G,H,P,U
2018-10-05 03:00:01.424742,5,792,2615,888,1473,1490,311,813
2018-10-05 03:15:00.787160,5,798,2621,889,1485,1504,312,813
2018-10-05 03:30:01.290097,5,800,2620,889,1483,1504,309,814
2018-10-05 03:45:00.777562,5,801,2622,889,1487,1508,309,814
2018-10-05 04:00:00.780577,5,801,2622,890,1486,1509,309,814
2018-10-05 04:15:00.799208,5,801,2624,890,1484,1508,308,814
2018-10-05 04:30:00.786595,5,801,2624,890,1486,1509,310,814
2018-10-05 04:45:00.773981,5,801,2624,890,1486,1509,310,815
2018-10-05 05:00:00.776993,5,801,2624,891,1485,1509,310,814
2018-10-05 05:15:00.795630,5,802,2624,889,1485,1509,310,829
2018-10-05 05:30:01.173643,5,801,2621,889,1485,1508,310,829
2018-10-05 05:45:00.801686,5,801,2618,890,1483,1506,310,828
2018-10-05 06:00:00.773453,5,798,2615,887,1480,1500,311,826
2018-10-05 06:15:00.807710,5,795,2602,880,1479,1492,310,822
2018-10-05 06:30:01.404440,5,792,2574,868,1471,1482,309,815
2018-10-05 06:45:00.798110,5,785,2545,858,1454,1463,307,802
2018-10-05 07:00:01.394840,5,775,2489,839,1427,1435,307,786
2018-10-05 07:15:00.772884,5,762,2437,819,1414,1414,307,763
2018-10-05 07:30:01.182145,5,748,2375,798,1386,1381,307,747
2018-10-05 07:45:00.794535,5,721,2286,775,1268,1326,307,655
2018-10-05 08:00:01.375670,5,687,2190,736,1236,1287,306,637
2018-10-05 08:15:00.784963,5,628,2058,693,1188,1221,305,620
2018-10-05 08:30:01.319193,5,565,1905,633,1138,1159,304,593
2018-10-05 08:45:00.822236,5,470,1751,550,1064,1080,304,568
2018-10-05 09:00:01.434596,5,381,1573,457,980,1005,303,539
2018-10-05 09:15:00.797011,5,274,1360,336,885,883,300,498
2018-10-05 09:30:01.159398,5,178,1188,211,765,761,293,456
2018-10-05 09:45:00.818659,5,432,997,500,648,643,285,403
2018-10-05 10:00:01.212309,5,341,793,363,535,532,273,352
2018-10-05 10:15:00.809060,5,297,707,326,496,493,265,340
2018-10-05 10:30:01.483946,5,138,427,108,317,316,238,289
2018-10-05 10:45:00.783861,5,47,304,19,230,228,215,259
2018-10-05 11:00:00.786876,5,FULL,198,FULL,155,151,193,226
2018-10-05 11:15:00.821139,5,9,66,11,82,79,184,204
2018-10-05 11:30:01.386621,5,12,FULL,12,61,61,162,179
2018-10-05 11:45:00.780287,5,FULL,FULL,13,50,48,136,154
2018-10-05 12:00:01.564518,5,FULL,FULL,19,42,43,114,127
2018-10-05 12:15:00.786312,5,25,FULL,18,31,30,90,89
2018-10-05 12:30:01.383076,5,FULL,FULL,FULL,24,23,55,53
2018-10-05 12:45:00.792336,5,14,FULL,14,15,14,22,18
2018-10-05 13:00:01.174641,5,FULL,FULL,8,9,FULL,4,FULL
2018-10-05 13:15:00.798362,5,FULL,FULL,FULL,FULL,FULL,FULL,FULL
2018-10-05 13:30:01.473248,5,12,FULL,FULL,FULL,FULL,4,FULL
2018-10-05 13:45:00.804416,5,FULL,FULL,12,FULL,FULL,4,FULL
2018-10-05 14:00:01.213651,5,FULL,FULL,FULL,FULL,FULL,5,FULL
2018-10-05 14:15:00.779194,5,FULL,FULL,FULL,FULL,FULL,5,FULL
2018-10-05 14:30:01.157203,5,FULL,FULL,FULL,FULL,FULL,4,6
2018-10-05 14:45:00.800839,5,13,FULL,18,9,FULL,6,7
2018-10-05 15:00:01.225726,5,FULL,FULL,FULL,FULL,FULL,10,21
2018-10-05 15:15:01.713082,5,FULL,FULL,10,FULL,FULL,15,17
2018-10-05 15:30:01.481751,5,FULL,FULL,FULL,FULL,FULL,16,10
2018-10-05 15:45:00.766012,5,FULL,FULL,10,FULL,FULL,13,FULL
2018-10-05 16:00:01.378402,5,FULL,FULL,FULL,FULL,FULL,5,9
2018-10-05 16:15:00.787693,5,FULL,FULL,FULL,FULL,FULL,9,9
2018-10-05 16:30:00.837580,5,FULL,71,18,FULL,FULL,8,7
2018-10-05 16:45:04.106091,5,25,77,34,20,FULL,10,58
2018-10-05 17:00:01.406072,5,39,119,42,24,11,36,72
2018-10-05 17:15:00.784116,5,50,172,58,32,12,55,112
2018-10-05 17:30:01.162128,5,53,207,64,43,30,67,140
2018-10-05 17:45:03.805672,5,104,229,106,90,77,86,151
2018-10-05 18:00:01.386902,5,179,276,107,126,121,95,171
2018-10-05 18:15:00.827417,5,308,313,109,175,157,94,188
2018-10-05 18:30:01.142927,5,419,353,125,207,180,103,210
2018-10-05 18:45:00.770970,5,508,363,115,244,207,112,228
2018-10-05 19:00:01.398950,5,589,339,110,260,221,110,266
2018-10-05 19:15:00.761369,5,563,307,101,279,246,108,273
2018-10-05 19:30:01.404975,5,532,270,114,302,275,112,297
2018-10-05 19:45:00.767349,5,490,235,120,327,308,115,329
2018-10-05 20:00:01.395374,5,471,209,125,334,298,96,346
2018-10-05 20:15:00.835917,5,480,203,156,330,303,95,357
2018-10-05 20:30:01.151430,5,472,238,163,337,308,102,362
2018-10-05 20:45:00.779451,5,456,315,220,334,315,108,377
2018-10-05 21:00:01.407439,5,475,443,286,357,345,116,397
2018-10-05 21:15:00.816717,5,521,623,381,368,365,125,418
2018-10-05 21:30:01.319727,5,621,839,565,406,412,132,446
2018-10-05 21:45:00.807146,5,733,1099,770,472,492,153,486
2018-10-05 22:00:01.232002,5,894,1348,977,552,579,181,533
2018-10-05 22:15:00.813171,5,1123,1656,1219,680,728,216,593
2018-10-05 22:30:01.378651,5,1257,1850,1355,746,815,226,623
2018-10-05 22:45:00.787945,5,1306,1945,1427,788,847,234,640
2018-10-05 23:00:00.775336,5,1345,2023,1472,795,877,241,661
2018-10-05 23:15:00.809593,5,1402,2117,1542,866,942,246,678
2018-10-05 23:30:00.953231,5,1442,2216,1607,882,959,253,697
2018-10-05 23:45:00.987492,5,1470,2284,1669,927,1011,256,715
2018-10-06 00:00:01.209256,6,1516,2358,1707,963,1053,262,730
2018-10-06 00:15:00.837265,6,1544,2424,1742,1016,1108,267,744
2018-10-06 00:30:01.480907,6,1588,2483,1774,1067,1144,273,750
2018-10-06 00:45:00.812058,6,1621,2515,1793,1098,1188,281,765
2018-10-06 01:00:01.143178,6,1627,2539,1800,1100,1183,285,776
2018-10-06 01:15:00.755597,6,1629,2547,1807,1109,1192,288,779
2018-10-06 01:30:01.367952,6,1637,2560,1807,1134,1213,291,784
2018-10-06 01:45:00.777245,6,1661,2570,1821,1181,1251,293,787
2018-10-06 02:00:02.248976,6,1695,2576,1846,1264,1325,293,791
2018-10-06 02:15:00.830145,6,1727,2580,1862,1336,1379,293,793
2018-10-06 02:30:20.928253,6,1738,2589,1867,1374,1406,297,796
2018-10-06 02:45:00.869391,6,1747,2594,1878,1415,1437,298,796
2018-10-06 03:00:01.200534,6,1755,2599,1887,1436,1451,298,798
2018-10-06 03:15:00.797291,6,1759,2602,1898,1480,1488,301,803
2018-10-06 03:30:01.425308,6,1764,2606,1903,1489,1496,304,805
2018-10-06 03:45:00.803315,6,1767,2606,1904,1489,1497,305,805
2018-10-06 04:00:00.993829,6,1767,2605,1903,1489,1498,304,804
2018-10-06 04:15:00.778121,6,1767,2604,1905,1490,1499,304,805
2018-10-06 04:30:00.781133,6,1767,2605,1905,1490,1498,304,805
2018-10-06 04:45:00.815395,6,1768,2603,1906,1490,1499,304,806
2018-10-06 05:00:01.490246,6,1768,2602,1906,1491,1500,305,806
2018-10-06 05:15:00.821404,6,1769,2602,1905,1492,1500,305,823
2018-10-06 05:30:00.840058,6,1770,2603,1906,1489,1498,305,823
2018-10-06 05:45:00.796193,6,1770,2604,1905,1490,1499,305,823
2018-10-06 06:00:01.549210,6,1770,2603,1903,1484,1497,305,824
2018-10-06 06:15:00.786593,6,1768,2603,1899,1482,1494,305,823
2018-10-06 06:30:01.180238,6,1763,2597,1893,1477,1489,305,823
2018-10-06 06:45:00.808273,6,1762,2594,1880,1472,1483,305,823
2018-10-06 07:00:01.451879,6,1757,2592,1873,1463,1477,305,822
2018-10-06 07:15:00.783050,6,1752,2587,1863,1457,1470,303,821
2018-10-06 07:30:01.426621,6,1744,2580,1860,1445,1460,303,819
2018-10-06 07:45:00.820322,6,1727,2570,1852,1421,1438,303,820
2018-10-06 08:00:01.463927,6,1699,2565,1829,1395,1419,303,818
2018-10-06 08:15:00.795096,6,1670,2542,1802,1361,1380,304,809
2018-10-06 08:30:01.423110,6,1639,2524,1763,1320,1346,303,806
2018-10-06 08:45:00.816746,6,1584,2485,1716,1284,1304,301,798
2018-10-06 09:00:01.476008,6,1522,2423,1638,1239,1257,299,785
2018-10-06 09:15:00.838430,6,1461,2366,1570,1196,1205,297,772
2018-10-06 09:30:01.185156,6,1379,2295,1446,1143,1149,293,760
2018-10-06 09:45:00.797574,6,1285,2183,1298,1071,1075,281,738
2018-10-06 10:00:01.441183,6,1142,2026,1105,1017,1023,275,720
2018-10-06 10:15:00.819226,6,1006,1846,879,955,941,266,689
2018-10-06 10:30:01.197192,6,835,1686,702,892,875,255,650
2018-10-06 10:45:00.809622,6,715,1523,536,820,795,243,621
2018-10-06 11:00:01.515726,6,602,1373,397,758,714,230,594
2018-10-06 11:15:00.815656,6,470,1203,266,686,655,213,552
2018-10-06 11:30:00.803034,6,379,1006,164,616,602,186,517
2018-10-06 11:45:00.837295,6,256,827,87,537,525,171,486
2018-10-06 12:00:01.059058,6,149,692,14,484,478,151,449
2018-10-06 12:15:00.796476,6,67,510,FULL,396,390,145,419
2018-10-06 12:30:01.377582,6,20,351,FULL,337,336,125,400
2018-10-06 12:45:00.833751,6,11,215,16,310,307,104,369
2018-10-06 13:00:01.805480,6,12,62,FULL,270,268,95,341
2018-10-06 13:15:07.261467,6,13,9,13,251,247,83,302
2018-10-06 13:30:01.249042,6,FULL,7,15,207,200,71,269
2018-10-06 13:45:00.798924,6,FULL,14,16,154,149,48,237
2018-10-06 14:00:01.223810,6,FULL,15,18,117,111,30,217
2018-10-06 14:15:00.867447,6,FULL,6,FULL,97,86,28,205
2018-10-06 14:30:01.214213,6,10,9,11,71,60,26,195
2018-10-06 14:45:00.811006,6,14,9,FULL,53,44,17,188
2018-10-06 15:00:04.235764,6,14,13,25,43,26,22,183
2018-10-06 15:15:00.832653,6,23,12,21,11,FULL,29,172
2018-10-06 15:30:00.991918,6,FULL,25,27,10,FULL,31,171
2018-10-06 15:45:00.807425,6,11,20,FULL,12,10,32,169
2018-10-06 16:00:01.810407,6,13,38,17,41,40,45,173
2018-10-06 16:15:00.969701,6,21,21,18,47,40,47,173
2018-10-06 16:30:01.003961,6,25,19,32,57,50,50,164
2018-10-06 16:45:00.788224,6,20,46,43,60,54,65,175
2018-10-06 17:00:01.259986,6,17,41,27,87,71,61,192
2018-10-06 17:15:00.825530,6,18,59,24,103,87,60,214
2018-10-06 17:30:00.859795,6,23,46,26,135,119,64,222
2018-10-06 17:45:00.800303,6,19,86,32,167,141,63,238
2018-10-06 18:00:00.787690,6,15,117,25,186,172,65,259
2018-10-06 18:15:00.853203,6,34,103,24,232,214,68,272
2018-10-06 18:30:00.856215,6,37,61,31,244,227,79,295
2018-10-06 18:45:00.796731,6,29,94,38,279,270,77,323
2018-10-06 19:00:01.018489,6,34,117,49,323,304,82,352
2018-10-06 19:15:00.834001,6,39,133,54,368,348,96,379
2018-10-06 19:30:01.165138,6,30,171,54,386,381,110,399
2018-10-06 19:45:00.777526,6,20,216,42,414,407,107,399
2018-10-06 20:00:01.436788,6,15,251,84,432,419,106,402
2018-10-06 20:15:00.783582,6,27,274,50,433,409,103,409
2018-10-06 20:30:01.413860,6,10,301,53,405,378,85,406
2018-10-06 20:45:00.836480,6,35,364,57,374,357,81,414
2018-10-06 21:00:00.839492,6,113,452,169,354,352,83,438
2018-10-06 21:15:00.811254,6,213,638,278,360,358,101,455
2018-10-06 21:30:01.173641,6,345,870,458,400,391,110,489
2018-10-06 21:45:00.832906,6,495,1138,657,470,457,131,530
2018-10-06 22:00:01.429671,6,743,1451,896,540,554,158,597
2018-10-06 22:15:00.792052,6,1026,1779,1186,661,693,191,653
2018-10-06 22:30:01.466941,6,1218,2002,1407,789,830,221,688
2018-10-06 22:45:00.798108,6,1314,2107,1509,844,899,228,707
2018-10-06 23:00:01.582339,6,1362,2200,1590,882,950,224,721
2018-10-06 23:15:00.804132,6,1403,2271,1652,933,1006,223,735
2018-10-06 23:30:01.322742,6,1430,2312,1673,941,1013,223,738
2018-10-06 23:45:00.825781,6,1452,2345,1694,955,1021,221,742
2018-10-07 00:00:01.500637,7,1475,2392,1712,967,1040,232,758
2018-10-07 00:15:00.800555,7,1526,2447,1757,1014,1080,242,765
2018-10-07 00:30:01.178568,7,1558,2475,1797,1037,1105,250,775
2018-10-07 00:45:00.822205,7,1584,2492,1816,1043,1113,254,784
2018-10-07 01:00:01.465842,7,1596,2514,1819,1043,1110,267,792
2018-10-07 01:15:00.843856,7,1608,2529,1833,1089,1147,275,799
2018-10-07 01:30:00.784399,7,1622,2542,1840,1115,1177,283,802
2018-10-07 01:45:00.818660,7,1652,2552,1854,1166,1219,289,804
2018-10-07 02:00:00.852922,7,1675,2563,1868,1222,1266,293,807
2018-10-07 02:15:00.777809,7,1704,2570,1878,1281,1316,292,811
2018-10-07 02:30:01.171449,7,1726,2573,1890,1347,1377,295,811
2018-10-07 02:45:00.768208,7,
2018-10-07 03:00:01.005606,7,1764,2581,1907,1446,1465,298,812
2018-10-07 03:15:00.805482,7,1770,2584,1910,1471,1484,301,813
2018-10-07 03:30:00.995994,7,1770,2588,1910,1477,1492,302,815
2018-10-07 03:45:00.795880,7,1770,2586,1909,1480,1493,302,816
2018-10-07 04:00:01.220769,7,1770,2587,1910,1479,1492,302,817
2018-10-07 04:15:00.817561,7,1770,2589,1910,1480,1493,302,816
2018-10-07 04:30:08.433556,7,1770,2591,1910,1481,1493,302,817
2018-10-07 04:45:00.843036,7,1771,2590,1910,1482,1495,302,816
2018-10-07 05:00:01.158552,7,1772,2591,1909,1481,1494,302,817
2018-10-07 05:15:00.833468,7,1772,2590,1909,1483,1495,302,820
2018-10-07 05:30:01.180199,7,1771,2592,1910,1482,1494,302,821
2018-10-07 05:45:00.776992,7,
2018-10-07 06:00:00.811254,7,1772,2589,1910,1479,1493,302,821
2018-10-07 06:15:00.798641,7,1769,2586,1909,1481,1494,303,820
2018-10-07 06:30:01.145405,7,1769,2584,1903,1480,1494,303,820
2018-10-07 06:45:00.789040,7,1768,2581,1893,1478,1491,303,820
2018-10-07 07:00:00.760801,7,1763,2579,1881,1476,1489,303,820
2018-10-07 07:15:00.810691,7,1762,2574,1881,1474,1485,303,818
2018-10-07 07:30:01.423034,7,1758,2575,1877,1471,1482,303,815
2018-10-07 07:45:00.816745,7,1750,2569,1874,1456,1469,302,815
2018-10-07 08:00:01.413477,7,1731,2560,1860,1451,1466,302,809
2018-10-07 08:15:00.822771,7,1723,2546,1849,1436,1452,302,804
2018-10-07 08:30:01.185126,7,1699,2526,1833,1407,1421,303,801
2018-10-07 08:45:00.781921,7,1676,2492,1794,1375,1386,303,797
2018-10-07 09:00:01.581779,7,1632,2450,1745,1331,1339,300,786
2018-10-07 09:15:00.834819,7,1581,2400,1683,1288,1279,299,777
2018-10-07 09:30:01.337832,7,1522,2336,1557,1232,1216,298,763
2018-10-07 09:45:00.825218,7,1389,2216,1388,1161,1142,291,742
2018-10-07 10:00:01.468856,7,1228,2077,1176,1109,1075,277,728
2018-10-07 10:15:00.800024,7,1054,1887,935,1071,1030,263,701
2018-10-07 10:30:01.193632,7,888,1671,691,995,952,241,676
2018-10-07 10:45:00.821671,7,760,1509,517,919,854,218,635
2018-10-07 11:00:01.590280,7,622,1343,334,858,780,198,579
2018-10-07 11:15:00.780826,7,465,1150,188,796,722,175,546
2018-10-07 11:30:01.440053,7,339,977,96,709,657,161,526
2018-10-07 11:45:00.802471,7,227,791,42,597,579,141,491
2018-10-07 12:00:01.492950,7,139,614,9,514,498,132,454
2018-10-07 12:15:00.824120,7,62,449,FULL,430,415,115,422
2018-10-07 12:30:01.342755,7,25,323,11,373,365,97,386
2018-10-07 12:45:00.830143,7,FULL,180,18,280,273,81,366
2018-10-07 13:00:01.536279,7,FULL,53,FULL,232,228,59,334
2018-10-07 13:15:03.164229,7,12,13,14,198,186,52,311
2018-10-07 13:30:00.823588,7,FULL,16,FULL,146,133,43,275
2018-10-07 13:45:00.826598,7,FULL,11,13,78,73,26,254
2018-10-07 14:00:00.782736,7,13,13,13,45,37,23,218
2018-10-07 14:15:00.848246,7,FULL,16,FULL,16,FULL,8,190
2018-10-07 14:30:01.351262,7,16,18,11,9,FULL,8,164
2018-10-07 14:45:00.823021,7,FULL,12,FULL,10,FULL,8,148
2018-10-07 15:00:01.466627,7,FULL,13,FULL,10,FULL,16,139
2018-10-07 15:15:00.860295,7,14,10,FULL,16,12,16,139
2018-10-07 15:30:01.238309,7,FULL,8,13,17,FULL,17,137
2018-10-07 15:45:00.819478,7,16,13,FULL,24,19,14,137
2018-10-07 16:00:01.228705,7,11,19,10,31,20,23,144
2018-10-07 16:15:00.841125,7,24,79,27,37,38,22,156
2018-10-07 16:30:01.359729,7,15,108,19,60,63,15,175
2018-10-07 16:45:00.800273,7,15,123,20,82,83,16,200
2018-10-07 17:00:01.475130,7,14,135,13,120,103,24,229
2018-10-07 17:15:00.884422,7,20,142,22,120,106,41,233
2018-10-07 17:30:01.199934,7,23,151,20,116,104,46,249
2018-10-07 17:45:00.781071,7,21,186,17,141,133,57,269
2018-10-07 18:00:01.518463,7,20,218,20,167,157,76,292
2018-10-07 18:15:00.833972,7,58,262,12,187,169,83,307
2018-10-07 18:30:01.133857,7,49,292,38,214,189,88,316
2018-10-07 18:45:00.840026,7,62,277,47,224,200,88,323
2018-10-07 19:00:01.561756,7,61,284,46,216,194,91,352
2018-10-07 19:15:01.002301,7,80,341,64,220,194,95,359
2018-10-07 19:30:01.349031,7,65,362,51,217,198,99,375
2018-10-07 19:45:00.805199,7,
2018-10-07 20:00:00.808196,7,101,481,83,213,184,119,408
2018-10-07 20:15:00.826848,7,153,590,118,215,183,131,448
2018-10-07 20:30:01.189237,7,232,721,213,247,206,130,472
2018-10-07 20:45:00.817247,7,315,903,324,269,242,147,493
2018-10-07 21:00:01.398386,7,409,1082,434,309,295,160,520
2018-10-07 21:15:00.823304,7,542,1280,620,373,366,180,569
2018-10-07 21:30:01.420034,7,718,1504,821,453,462,201,609
2018-10-07 21:45:00.782453,7,899,1736,1038,543,568,233,647
2018-10-07 22:00:01.535432,7,1071,1967,1267,668,719,243,698
2018-10-07 22:15:00.804102,7,1296,2237,1516,786,844,261,744
2018-10-07 22:30:01.197739,7,1435,2356,1643,876,926,277,771
2018-10-07 22:45:00.810126,7,1481,2426,1703,933,993,285,782
2018-10-07 23:00:01.203763,7,1504,2476,1728,1002,1066,287,793
2018-10-07 23:15:00.784898,7,1538,2517,1770,1059,1126,291,794
2018-10-07 23:30:01.319167,7,1567,2537,1783,1108,1167,295,797
2018-10-07 23:45:00.806550,7,1588,2555,1803,1143,1202,296,802
2018-10-08 00:00:00.793969,1,1620,2581,1823,1170,1224,307,812
2018-10-08 00:15:00.812606,1,1644,2601,1839,1227,1276,308,816
2018-10-08 00:30:01.315584,1,1659,2616,1864,1272,1315,310,817
2018-10-08 00:45:00.803005,1,720,2627,866,1291,1333,311,819
2018-10-08 01:00:00.806017,1,723,2628,867,1297,1340,311,819
2018-10-08 01:15:00.793405,1,735,2628,869,1321,1363,312,819
2018-10-08 01:30:01.405792,1,742,2627,868,1341,1377,312,822
2018-10-08 01:45:00.799427,1,750,2629,871,1376,1402,313,821
2018-10-08 02:00:01.536815,1,756,2632,877,1398,1420,313,822
2018-10-08 02:15:00.789827,1,764,2634,878,1421,1438,313,823
2018-10-08 02:30:01.417840,1,779,2634,883,1452,1466,313,823
2018-10-08 02:45:00.842758,1,782,2635,884,1458,1475,313,823
2018-10-08 03:00:01.205112,1,786,2638,885,1484,1493,313,825
2018-10-08 03:15:08.332905,1,794,2640,883,1491,1501,313,825
2018-10-08 03:30:01.398637,1,794,2640,887,1492,1502,313,825
2018-10-08 03:45:00.807930,1,795,2641,889,1491,1502,313,825
2018-10-08 04:00:01.170319,1,796,2640,887,1491,1502,313,825
2018-10-08 04:15:00.829579,1,796,2639,886,1491,1502,313,825
2018-10-08 04:30:01.160717,1,796,2640,886,1494,1504,312,825
2018-10-08 04:45:00.773103,1,797,2641,887,1494,1504,313,825
2018-10-08 05:00:01.401116,1,797,2638,887,1494,1504,313,825
2018-10-08 05:15:00.826035,1,799,2638,889,1493,1503,313,828
2018-10-08 05:30:01.329016,1,800,2636,889,1494,1503,313,829
2018-10-08 05:45:00.785183,1,799,2634,888,1489,1502,313,828
2018-10-08 06:00:00.772574,1,798,2625,885,1484,1496,313,828
2018-10-08 06:15:00.791207,1,796,2614,878,1482,1483,313,827
2018-10-08 06:30:01.403564,1,796,2592,865,1475,1473,313,817
2018-10-08 06:45:00.781606,1,783,2566,855,1459,1451,312,798
2018-10-08 07:00:01.347104,1,777,2526,835,1435,1424,312,782
2018-10-08 07:15:00.803254,1,757,2486,814,1417,1398,312,765
2018-10-08 07:30:01.181269,1,750,2419,792,1387,1375,312,751
2018-10-08 07:45:00.809295,1,728,2352,764,1216,1259,312,647
2018-10-08 08:00:01.390416,1,697,2266,731,1187,1229,312,627
2018-10-08 08:15:00.830960,1,658,2172,703,1146,1184,312,605
2018-10-08 08:30:01.333941,1,600,2038,658,1103,1127,312,591
2018-10-08 08:45:00.805733,1,542,1882,587,1034,1047,309,578
2018-10-08 09:00:01.402471,1,455,1708,501,967,954,309,547
2018-10-08 09:15:00.796140,1,344,1503,404,857,847,309,509
2018-10-08 09:30:01.174146,1,239,1292,311,730,726,311,467
2018-10-08 09:45:00.786531,1,133,1114,190,577,575,308,420
2018-10-08 10:00:01.211419,1,49,931,79,457,459,303,384
2018-10-08 10:15:00.808182,1,269,791,256,350,349,299,340
2018-10-08 10:30:01.404944,1,156,640,141,267,266,298,306
2018-10-08 10:45:00.845487,1,85,556,51,212,214,288,282
2018-10-08 11:00:01.379716,1,33,455,9,151,149,280,261
2018-10-08 11:15:00.804623,1,FULL,357,FULL,100,97,269,251
2018-10-08 11:30:01.432618,1,FULL,277,FULL,63,62,257,233
2018-10-08 11:45:00.795035,1,11,186,9,17,16,250,217
2018-10-08 12:00:01.032422,1,FULL,101,9,FULL,FULL,232,202
2018-10-08 12:15:00.816683,1,FULL,FULL,FULL,FULL,FULL,194,176
2018-10-08 12:30:02.257164,1,13,FULL,FULL,FULL,FULL,172,144
2018-10-08 12:45:00.775832,1,FULL,FULL,13,FULL,FULL,142,104
2018-10-08 13:00:01.622596,1,12,FULL,FULL,FULL,FULL,107,67
2018-10-08 13:15:00.797512,1,8,FULL,10,8,FULL,83,46
2018-10-08 13:30:01.347367,1,8,FULL,FULL,FULL,FULL,70,16
2018-10-08 13:45:00.819162,1,11,FULL,FULL,FULL,FULL,60,12
2018-10-08 14:00:00.790925,1,12,FULL,FULL,FULL,FULL,51,8
2018-10-08 14:15:00.762685,1,24,42,FULL,FULL,FULL,37,7
2018-10-08 14:30:01.375042,1,25,FULL,FULL,FULL,FULL,30,7
2018-10-08 14:45:00.815585,1,14,FULL,FULL,FULL,FULL,20,FULL
2018-10-08 15:00:01.365475,1,FULL,FULL,8,FULL,FULL,22,FULL
2018-10-08 15:15:01.087234,1,13,FULL,FULL,FULL,FULL,32,12
2018-10-08 15:30:01.418373,1,10,FULL,8,FULL,FULL,28,15
2018-10-08 15:45:00.749540,1,FULL,37,FULL,FULL,FULL,43,16
2018-10-08 16:00:01.424399,1,11,64,FULL,15,15,63,30
2018-10-08 16:15:00.786814,1,8,119,10,20,25,77,55
2018-10-08 16:30:01.336669,1,12,159,FULL,19,22,102,81
2018-10-08 16:45:00.824097,1,45,222,32,50,32,112,129
2018-10-08 17:00:01.389568,1,50,281,41,62,48,135,141
2018-10-08 17:15:01.251988,1,67,346,85,80,63,152,171
2018-10-08 17:30:01.473722,1,99,440,97,99,80,157,203
2018-10-08 17:45:00.820512,1,155,533,141,153,110,162,223
2018-10-08 18:00:00.792273,1,270,595,159,203,163,166,246
2018-10-08 18:15:00.795285,1,397,650,180,279,237,169,282
2018-10-08 18:30:01.157673,1,531,722,251,336,287,174,316
2018-10-08 18:45:00.988810,1,654,773,240,389,335,172,332
2018-10-08 19:00:01.210572,1,742,781,241,441,388,181,363
2018-10-08 19:15:00.807366,1,757,798,276,492,441,184,379
2018-10-08 19:30:00.904128,1,778,864,332,542,466,194,408
2018-10-08 19:45:00.813389,1,794,874,383,555,480,203,425
2018-10-08 20:00:01.410120,1,777,912,421,581,504,207,451
2018-10-08 20:15:00.803787,1,799,1000,494,619,521,212,473
2018-10-08 20:30:01.478680,1,847,1106,559,656,558,218,494
2018-10-08 20:45:00.794188,1,887,1245,662,690,593,217,520
2018-10-08 21:00:01.359699,1,949,1374,749,728,638,223,556
2018-10-08 21:15:00.753368,1,1046,1554,861,765,680,230,590
2018-10-08 21:30:01.396976,1,1129,1725,986,813,736,242,616
2018-10-08 21:45:00.806267,1,1241,1918,1149,856,811,251,651
2018-10-08 22:00:01.215504,1,1376,2088,1322,956,919,267,683
2018-10-08 22:15:00.796666,1,1497,2269,1523,1037,1029,279,713
2018-10-08 22:30:01.471529,1,1559,2354,1605,1081,1105,284,727
2018-10-08 22:45:00.833941,1,1597,2420,1527,1107,1149,289,737
2018-10-08 23:00:01.446328,1,1626,2472,1550,1139,1180,294,756
2018-10-08 23:15:00.871214,1,1642,2507,1596,1158,1205,294,764
2018-10-08 23:30:01.342977,1,1655,2532,1623,1165,1212,295,766
2018-10-08 23:45:00.799114,1,1663,2548,1783,1163,1217,297,771
2018-10-09 00:00:01.380252,2,1675,2571,1816,1211,1271,302,781
2018-10-09 00:15:00.805170,2,1698,2587,1844,1276,1333,305,791
2018-10-09 00:30:01.417527,2,1707,2600,1867,1294,1351,305,792
2018-10-09 00:45:00.842444,2,745,2607,869,1308,1360,308,796
2018-10-09 01:00:01.517300,2,748,2617,871,1321,1368,310,798
2018-10-09 01:15:00.801592,2,754,2622,875,1336,1378,311,798
2018-10-09 01:30:01.413951,2,761,2629,875,1359,1398,310,800
2018-10-09 01:45:00.807618,2,768,2631,876,1383,1419,311,801
2018-10-09 02:00:01.216875,2,768,2631,876,1383,1419,311,801
2018-10-09 02:15:00.798016,2,783,2634,884,1430,1454,311,800
2018-10-09 02:30:01.394778,2,792,2635,885,1451,1472,311,802
2018-10-09 02:45:00.788447,2,797,2634,891,1467,1489,311,803
2018-10-09 03:00:01.400802,2,798,2635,891,1479,1499,311,805
2018-10-09 03:15:00.810095,2,802,2636,892,1483,1501,311,804
2018-10-09 03:30:01.406825,2,802,2634,892,1481,1500,311,804
2018-10-09 03:45:00.816092,2,801,2634,893,1483,1500,311,804
2018-10-09 04:00:01.428475,2,801,2636,892,1483,1501,311,805
2018-10-09 04:15:01.150268,2,801,2635,893,1484,1503,311,805
2018-10-09 04:30:01.168906,2,801,2636,894,1483,1502,311,806
2018-10-09 04:45:01.140668,2,801,2637,895,1483,1502,311,805
2018-10-09 05:00:01.565554,2,801,2635,895,1486,1504,311,804
2018-10-09 05:15:00.818598,2,800,2636,896,1485,1501,311,823
2018-10-09 05:30:08.461984,2,798,2636,895,1484,1499,311,824
2018-10-09 05:45:00.918372,2,798,2630,893,1482,1498,311,823
2018-10-09 06:00:01.155728,2,797,2623,888,1478,1493,311,822
2018-10-09 06:15:00.815025,2,794,2606,883,1474,1488,311,815
2018-10-09 06:30:01.349252,2,791,2584,873,1461,1469,310,806
2018-10-09 06:45:00.805420,2,781,2556,857,1448,1450,310,780
